id,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,ST,PINCP
37401,45,3,18,3,5000,49,0,30,2,3,4,60000
37402,39,1,16,1,2400,38,1,40,1,3,2,15000
37403,53,5,20,5,5900,50,0,50,2,3,3,49000
37404,37,2,17,2,4500,44,1,45,1,3,1,17000
37405,42,3,18,3,4900,47,0,30,2,3,2,29000
37406,28,1,14,1,2100,35,1,40,1,3,3,13000
37407,48,4,19,4,5500,49,0,50,1,3,4,60000
37408,32,2,15,2,3000,41,1,45,2,3,2,14000
37409,45,3,18,3,4700,46,0,30,1,3,1,60000
37410,39,1,16,1,2400,37,1,50,1,3,4,15000
37411,50,4,19,4,5700,48,0,35,2,3,2,65000
37412,36,2,17,2,4600,44,1,40,1,3,3,17000
37413,41,3,18,3,4800,47,0,45,2,3,4,29000
37414,29,1,14,1,2200,37,1,30,1,3,2,13000
37415,50,4,19,4,5500,49,0,35,1,3,1,60000
37416,34,2,15,2,3000,41,1,50,1,3,3,14000
37417,45,3,18,3,4700,46,0,40,2,3,4,20000
37418,28,1,14,1,2300,35,1,30,1,3,2,15000
37419,48,4,19,4,5700,49,0,40,2,3,3,62000
37420,36,2,17,2,4500,44,1,45,1,3,2,17000
37421,41,3,18,3,4900,47,0,30,2,3,4,29000
37422,29,1,14,1,2200,37,1,40,1,3,2,13000
37423,50,4,19,4,5500,48,0,50,1,3,3,60000
37424,32,2,15,2,3000,41,1,45,2,3,4,14000
37425,45,3,18,3,4700,46,0,30,1,3,2,20000
37426,39,1,16,1,2400,37,1,50,1,3,3,15000
37427,53,5,20,5,5900,50,0,35,2,3,4,49000
37428,37,2,17,2,4600,44,1,40,1,3,2,17000
37429,42,3,18,3,4800,47,0,45,2,3,1,29000
37430,30,1,14,1,2300,36,1,30,1,3,3,15000
37431,48,4,19,4,5700,49,0,40,1,3,2,62000
37432,34,2,15,2,3000,41,1,45,1,3,3,14000
37433,45,3,18,3,4700,46,0,50,2,3,4,20000
37434,39,1,16,1,2400,38,1,35,1,3,3,15000
37435,52,5,20,5,5800,50,0,40,2,3,2,62000
37436,36,2,17,2,4500,44,1,45,1,3,3,17000
37437,41,3,18,3,4900,47,0,30,2,3,4,29000
37438,30,1,14,1,2200,36,1,40,1,3,3,15000
37439,48,4,19,4,5700,49,0,50,2,3,2,62000
37440,34,2,15,2,3000,41,1,45,1,3,3,14000
37441,45,3,18,3,4700,46,0,30,2,3,4,20000
37442,39,1,16,1,2400,37,1,35,1,3,2,15000
37443,53,5,20,5,5900,50,0,40,1,3,3,49000
37444,37,2,17,2,4600,44,1,45,2,3,2,17000
37445,42,3,18,3,4800,47,0,30,1,3,4,29000
37446,29,1,14,1,2200,35,1,40,2,3,3,13000
37447,50,4,19,4,5700,49,0,50,1,3,2,65000
37448,32,2,15,2,3000,41,1,45,1,3,3,14000
37449,45,3,18,3,4700,46,0,30,2,3,4,20000
37450,39,1,16,1,2400,37,1,40,1,3,2,15000
37451,52,5,20,5,5800,50,0,35,2,3,3,62000
37452,36,2,17,2,4500,44,1,50,1,3,4,17000
37453,41,3,18,3,4900,47,0,45,2,3,2,29000
37454,29,1,14,1,2200,35,1,30,1,3,3,13000
37455,50,4,19,4,5700,49,0,50,2,3,4,65000
37456,34,2,15,2,3000,41,1,45,1,3,2,14000
37457,45,3,18,3,4700,46,0,40,2,3,3,20000
37458,39,1,16,1,2400,37,1,30,1,3,4,15000
37459,52,5,20,5,5800,50,0,50,1,3,2,62000
37460,36,2,17,2,4500,44,1,45,1,3,3,17000
37461,41,3,18,3,4900,47,0,40,2,3,2,29000
37462,30,1,14,1,2300,36,1,50,1,3,3,15000
37463,48,4,19,4,5700,49,0,35,2,3,2,62000
37464,34,2,15,2,3000,41,1,30,1,3,4,14000
37465,45,3,18,3,4700,46,0,50,1,3,3,20000
37466,39,1,16,1,2400,38,1,35,2,3,2,15000
37467,53,5,20,5,5900,50,0,40,1,3,4,49000
37468,37,2,17,2,4600,44,1,45,2,3,3,17000
37469,42,3,18,3,4800,47,0,50,1,3,2,29000
37470,29,1,14,1,2200,37,1,40,2,3,3,13000
37471,50,4,19,4,5700,49,0,35,1,3,2,65000
37472,32,2,15,2,3000,41,1,50,1,3,4,14000
37473,45,3,18,3,4700,46,0,40,2,3,3,20000
37474,39,1,16,1,2400,38,1,30,1,3,2,15000
37475,52,5,20,5,5800,50,0,50,2,3,3,62000
37476,36,2,17,2,4500,44,1,45,1,3,2,17000
37477,41,3,18,3,4900,47,0,30,2,3,4,29000
37478,30,1,14,1,2300,36,1,50,1,3,3,15000
37479,48,4,19,4,5700,49,0,40,2,3,2,62000
37480,34,2,15,2,3000,41,1,45,1,3,4,14000
37481,45,3,18,3,4700,46,0,50,2,3,3,20000
37482,39,1,16,1,2400,37,1,30,1,3,2,15000
37483,52,5,20,5,5800,50,0,35,2,3,4,62000
37484,36,2,17,2,4500,44,1,50,1,3,2,17000
37485,41,3,18,3,4900,47,0,45,2,3,3,29000
37486,29,1,14,1,2200,35,1,30,1,3,2,13000
37487,50,4,19,4,5700,49,0,40,2,3,4,65000
37488,32,2,15,2,3000,41,1,45,1,3,2,14000
37489,45,3,18,3,4700,46,0,30,2,3,3,20000
37490,39,1,16,1,2400,38,1,50,1,3,2,15000
37491,53,5,20,5,5900,50,0,35,2,3,3,49000
37492,37,2,17,2,4600,44,1,40,1,3,2,17000
37493,42,3,18,3,4800,47,0,45,2,3,4,29000
37494,30,1,14,1,2300,36,1,30,1,3,2,15000
37495,48,4,19,4,5700,49,0,50,2,3,3,62000
37496,34,2,15,2,3000,41,1,45,1,3,2,14000
37497,45,3,18,3,4700,46,0,35,2,3,4,20000
37498,39,1,16,1,2400,37,1,40,1,3,2,15000
37499,52,5,20,5,5800,50,0,50,2,3,3,62000
37500,36,2,17,2,4500,44,1,45,1,3,2,17000
37501,41,3,18,3,4900,47,0,30,2,3,4,29000
37502,30,1,14,1,2300,36,1,40,1,3,2,15000
37503,48,4,19,4,5700,49,0,50,1,3,3,62000
37504,34,2,15,2,3000,41,1,45,2,3,4,14000
37505,45,3,18,3,4700,46,0,35,1,3,2,20000
37506,39,1,16,1,2400,37,1,50,2,3,3,15000
37507,53,5,20,5,5900,50,0,35,1,3,4,49000
37508,37,2,17,2,4600,44,1,40,2,3,3,17000
37509,42,3,18,3,4800,47,0,45,1,3,2,29000
37510,30,1,14,1,2300,36,1,30,2,3,3,15000
37511,48,4,19,4,5700,49,0,50,1,3,2,62000
37512,34,2,15,2,3000,41,1,45,2,3,4,14000
37513,45,3,18,3,4700,46,0,35,1,3,2,20000
37514,39,1,16,1,2400,38,1,40,2,3,3,15000
37515,52,5,20,5,5800,50,0,50,1,3,4,62000
37516,36,2,17,2,4500,44,1,45,2,3,3,17000
37517,41,3,18,3,4900,47,0,30,1,3,2,29000
37518,30,1,14,1,2300,36,1,40,2,3,3,15000
37519,48,4,19,4,5700,49,0,35,1,3,2,62000
37520,34,2,15,2,3000,41,1,50,2,3,4,14000
37521,45,3,18,3,4700,46,0,45,1,3,3,20000
37522,39,1,16,1,2400,37,1,35,2,3,2,15000
37523,53,5,20,5,5900,50,0,40,1,3,4,49000
37524,37,2,17,2,4600,44,1,45,2,3,3,17000
37525,42,3,18,3,4800,47,0,30,1,3,2,29000
37526,29,1,14,1,2200,35,1,40,2,3,3,13000
37527,50,4,19,4,5700,49,0,50,1,3,2,65000
37528,32,2,15,2,3000,41,1,45,2,3,4,14000
37529,45,3,18,3,4700,46,0,30,1,3,3,20000
37530,39,1,16,1,2400,38,1,40,2,3,2,15000
37531,53,5,20,5,5900,50,0,35,1,3,3,49000
37532,37,2,17,2,4600,44,1,50,2,3,2,17000
37533,42,3,18,3,4800,47,0,45,1,3,3,29000
37534,30,1,14,1,2300,36,1,30,2,3,2,15000
37535,48,4,19,4,5700,49,0,40,1,3,4,62000
37536,34,2,15,2,3000,41,1,45,2,3,3,14000
37537,45,3,18,3,4700,46,0,50,1,3,2,20000
37538,39,1,16,1,2400,37,1,30,2,3,3,15000
37539,52,5,20,5,5800,50,0,50,1,3,4,62000
37540,36,2,17,2,4500,44,1,45,2,3,2,17000
37541,41,3,18,3,4900,47,0,40,1,3,3,29000
37542,30,1,14,1,2300,36,1,50,2,3,4,15000
37543,48,4,19,4,5700,49,0,35,1,3,3,62000
37544,34,2,15,2,3000,41,1,45,2,3,2,14000
37545,45,3,18,3,4700,46,0,30,1,3,3,20000
37546,39,1,16,1,2400,37,1,35,2,3,4,15000
37547,53,5,20,5,5900,50,0,50,1,3,2,49000
37548,37,2,17,2,4600,44,1,45,2,3,3,17000
37549,42,3,18,3,4800,47,0,30,1,3,2,29000
37550,29,1,14,1,2200,35,1,40,2,3,4,13000
37551,50,4,19,4,5700,49,0,50,1,3,3,65000
37552,32,2,15,2,3000,41,1,45,2,3,2,14000
37553,45,3,18,3,4700,46,0,30,1,3,4,20000
37554,39,1,16,1,2400,38,1,50,2,3,3,15000
37555,53,5,20,5,5900,50,0,35,1,3,2,49000
37556,37,2,17,2,4600,44,1,40,2,3,3,17000
37557,42,3,18,3,4800,47,0,45,1,3,2,29000
37558,30,1,14,1,2300,36,1,50,2,3,4,15000
37559,48,4,19,4,5700,49,0,35,1,3,3,62000
37560,34,2,15,2,3000,41,1,30,1,3,4,14000
37561,45,3,18,3,4700,46,0,50,2,3,3,20000
37562,39,1,16,1,2400,37,1,35,1,3,2,15000
37563,52,5,20,5,5800,50,0,40,2,3,3,62000
37564,36,2,17,2,4500,44,1,45,1,3,4,17000
37565,41,3,18,3,4900,47,0,30,2,3,3,29000
37566,30,1,14,1,2300,36,1,40,1,3,2,15000
37567,48,4,19,4,5700,49,0,50,2,3,4,62000
37568,34,2,15,2,3000,41,1,45,1,3,3,14000
37569,45,3,18,3,4700,46,0,35,2,3,4,20000
37570,39,1,16,1,2400,38,1,30,1,3,3,15000
37571,52,5,20,5,5800,50,0,50,2,3,2,62000
37572,36,2,17,2,4500,44,1,45,1,3,4,17000
37573,41,3,18,3,4900,47,0,40,2,3,3,29000
37574,30,1,14,1,2300,36,1,50,1,3,2,15000
37575,48,4,19,4,5700,49,0,35,1,3,4,62000
37576,34,2,15,2,3000,41,1,45,2,3,3,14000
37577,45,3,18,3,4700,46,0,30,1,3,2,20000
37578,39,1,16,1,2400,37,1,50,2,3,3,15000
37579,53,5,20,5,5900,50,0,35,1,3,4,49000
37580,37,2,17,2,4600,44,1,40,1,3,3,17000
37581,42,3,18,3,4800,47,0,45,2,3,2,29000
37582,30,1,14,1,2300,36,1,30,1,3,3,15000
37583,48,4,19,4,5700,49,0,50,2,3,4,62000
37584,34,2,15,2,3000,41,1,45,1,3,3,14000
37585,45,3,18,3,4700,46,0,35,2,3,2,20000
37586,39,1,16,1,2400,37,1,40,1,3,3,15000
37587,53,5,20,5,5900,50,0,50,2,3,4,49000
37588,37,2,17,2,4600,44,1,45,1,3,2,17000
37589,42,3,18,3,4800,47,0,30,2,3,3,29000
37590,29,1,14,1,2200,35,1,40,1,3,2,13000
37591,50,4,19,4,5700,49,0,50,2,3,4,65000
37592,32,2,15,2,3000,41,1,45,1,3,3,14000
37593,45,3,18,3,4700,46,0,30,2,3,2,20000
37594,39,1,16,1,2400,38,1,50,1,3,3,15000
37595,53,5,20,5,5900,50,0,35,2,3,4,49000
37596,37,2,17,2,4600,44,1,40,1,3,2,17000
37597,42,3,18,3,4800,47,0,45,2,3,3,29000
37598,30,1,14,1,2300,36,1,30,1,3,2,15000
37599,48,4,19,4,5700,49,0,40,2,3,3,62000
37600,34,2,15,2,3000,41,1,45,1,3,4,14000
37601,45,3,18,3,4700,46,0,50,2,3,2,20000
37602,39,1,16,1,2400,37,1,35,1,3,3,15000
37603,52,5,20,5,5800,50,0,50,2,3,4,62000
37604,36,2,17,2,4500,44,1,45,1,3,3,17000
37605,41,3,18,3,4900,47,0,40,2,3,2,29000
37606,30,1,14,1,2300,36,1,50,1,3,3,15000
37607,48,4,19,4,5700,49,0,35,2,3,4,62000
37608,34,2,15,2,3000,41,1,45,1,3,3,14000
37609,45,3,18,3,4700,46,0,30,2,3,2,20000
37610,39,1,16,1,2400,38,1,40,1,3,3,15000
37611,52,5,20,5,5800,50,0,50,2,3,4,62000
37612,36,2,17,2,4500,44,1,45,1,3,3,17000
37613,41,3,18,3,4900,47,0,30,2,3,2,29000
37614,29,1,14,1,2200,35,1,40,1,3,3,13000
37615,50,4,19,4,5700,49,0,50,2,3,4,65000
37616,32,2,15,2,3000,41,1,45,1,3,3,14000
37617,45,3,18,3,4700,46,0,30,2,3,2,20000
37618,39,1,16,1,2400,38,1,50,1,3,3,15000
37619,53,5,20,5,5900,50,0,35,2,3,4,49000
37620,37,2,17,2,4600,44,1,40,1,3,3,17000
37621,42,3,18,3,4800,47,0,45,2,3,2,29000
37622,30,1,14,1,2300,36,1,30,1,3,3,15000
37623,48,4,19,4,5700,49,0,50,2,3,4,62000
37624,34,2,15,2,3000,41,1,45,1,3,3,14000
37625,45,3,18,3,4700,46,0,35,2,3,2,20000
37626,39,1,16,1,2400,37,1,40,1,3,3,15000
37627,52,5,20,5,5800,50,0,50,2,3,4,62000
37628,36,2,17,2,4500,44,1,45,1,3,3,17000
37629,41,3,18,3,4900,47,0,40,2,3,2,29000
37630,30,1,14,1,2300,36,1,50,1,3,3,15000
37631,48,4,19,4,5700,49,0,35,2,3,4,62000
37632,34,2,15,2,3000,41,1,45,1,3,3,14000
37633,45,3,18,3,4700,46,0,30,2,3,2,20000
37634,39,1,16,1,2400,38,1,50,1,3,3,15000
37635,52,5,20,5,5800,50,0,40,2,3,4,62000
37636,36,2,17,2,4500,44,1,45,1,3,3,17000
37637,41,3,18,3,4900,47,0,30,2,3,2,29000

