id,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,ST,PINCP
478,26,3,17,1,2340,31,0,40,2,3,7,32000
479,49,2,19,2,2545,50,0,42,1,3,8,47000
480,33,1,16,1,4010,12,0,40,2,3,3,36000
481,30,2,17,4,4210,18,0,50,1,3,9,32000
482,46,1,16,1,2345,29,0,40,2,3,6,38000
483,55,2,19,2,3015,22,10,42,1,3,8,51000
484,41,3,14,1,4015,35,0,50,2,3,11,34000
485,28,1,16,1,3720,17,0,40,1,3,10,39000
486,53,2,17,3,4210,30,0,40,2,3,5,43000
487,31,1,16,1,4010,27,0,42,1,3,2,38000
488,38,3,19,2,2545,21,0,50,2,3,7,46000
489,50,1,14,1,2340,24,0,40,1,3,9,37000
490,27,2,16,4,2545,50,0,42,2,3,8,33000
491,46,1,17,1,4010,29,0,40,1,3,5,45000
492,35,2,18,1,4210,45,0,50,2,3,6,39000
493,30,1,16,3,3720,18,0,40,1,3,10,32000
494,42,2,14,2,2545,14,0,42,2,3,3,35000
495,33,1,19,1,3015,19,0,40,1,3,4,37000
496,50,2,16,1,4015,31,0,50,2,3,11,43000
497,39,3,17,4,4210,27,0,40,1,3,5,48000
498,27,1,16,1,2340,22,0,40,2,3,9,31000
499,55,2,19,2,2545,35,10,42,1,3,7,53000
500,31,1,14,3,4010,17,0,50,2,3,8,34000
501,48,3,16,1,3720,50,0,40,1,3,6,47000
502,36,2,17,1,2545,14,0,40,2,3,3,39000
503,28,1,16,2,3010,12,0,50,1,3,5,32000
504,44,2,19,1,4210,29,0,40,2,3,7,41000
505,30,1,16,4,4015,24,0,42,1,3,9,36000
506,52,2,14,1,2540,31,0,50,2,3,11,48000
507,37,3,17,2,2345,27,0,40,1,3,4,39000
508,29,1,19,3,3720,18,0,42,2,3,6,34000
509,53,2,16,1,2545,19,10,50,1,3,5,43000
510,41,1,14,1,3010,50,0,40,2,3,8,37000
511,34,2,16,4,4210,35,0,40,1,3,7,32000
512,50,1,17,1,4010,21,0,50,2,3,3,46000
513,40,3,18,1,2340,30,0,42,1,3,11,39000
514,28,1,16,2,3015,12,0,40,2,3,6,37000
515,55,2,19,1,4015,29,0,40,1,3,10,53000
516,36,1,16,3,4210,22,0,50,2,3,5,31000
517,46,2,14,1,3720,35,0,42,1,3,9,41000
518,32,1,17,2,2545,18,0,40,2,3,6,34000
519,49,3,16,1,2340,14,0,50,1,3,5,47000
520,27,2,19,1,2545,27,0,40,2,3,3,35000
521,44,1,16,3,4010,50,0,42,1,3,7,39000
522,33,2,17,1,3015,30,0,40,2,3,9,37000
523,55,1,16,2,4015,24,10,50,1,3,11,43000
524,31,2,14,1,3720,12,0,40,2,3,4,32000
525,41,1,16,3,4210,17,0,42,1,3,8,46000
526,28,3,19,2,2345,35,0,40,2,3,6,37000
527,48,2,17,1,3010,21,0,50,1,3,5,45000
528,36,1,14,1,2545,29,0,40,2,3,3,39000
529,53,2,16,1,4015,27,0,42,1,3,10,48000
530,37,3,19,1,2340,19,0,50,2,3,7,34000
531,27,2,16,3,2545,50,0,40,1,3,9,31000
532,50,1,17,2,3720,31,0,42,2,3,5,43000
533,33,2,14,1,4010,14,0,40,2,3,5,36000
534,42,1,16,4,3015,18,0,50,1,3,7,41000
535,31,2,19,2,4210,35,0,42,2,3,10,38000
536,49,1,17,1,2545,24,0,40,1,3,8,45000
537,29,3,14,1,2340,19,0,50,2,3,3,32000
538,38,2,16,1,2545,50,0,42,1,3,6,37000
539,50,1,18,3,4010,27,0,40,2,3,11,46000
540,35,2,16,1,4210,30,0,42,1,3,5,39000
541,41,1,14,1,3720,12,0,40,2,3,8,31000
542,27,3,17,1,3015,22,0,50,1,3,4,34000
543,55,2,19,4,4210,31,10,40,2,3,9,53000
544,33,1,16,1,2540,17,0,42,1,3,7,37000
545,46,2,17,1,4015,35,0,40,2,3,6,41000
546,32,1,14,3,2545,19,0,50,1,3,3,31000
547,44,2,16,1,3010,24,0,40,2,3,8,43000
548,28,3,19,2,2340,50,0,42,1,3,5,36000
549,54,1,16,1,2545,27,0,40,2,3,9,48000
550,36,2,17,1,4010,30,0,50,1,3,7,40000
551,39,1,14,3,4210,12,0,42,2,3,4,34000
552,31,2,16,2,3720,14,0,40,1,3,11,38000
553,48,3,17,1,2545,19,0,50,2,3,6,47000
554,35,1,16,1,2340,22,0,42,1,3,5,37000
555,50,2,19,3,2545,31,0,40,2,3,8,45000
556,28,1,17,1,4010,35,0,40,1,3,3,34000
557,41,2,14,1,4215,50,0,50,2,3,7,46000
558,39,3,16,1,2540,17,0,42,1,3,9,41000
559,33,1,17,3,4010,27,0,40,2,3,8,37000
560,29,2,14,1,2545,19,0,50,1,3,4,33000
561,42,1,16,1,3010,30,0,42,2,3,6,43000
562,27,2,17,2,2545,12,0,40,1,3,7,31000
563,45,3,19,1,4210,22,0,50,2,3,3,38000
564,54,1,16,1,2345,50,0,42,1,3,5,48000
565,32,2,17,1,2540,27,0,40,2,3,9,35000
566,38,1,14,1,3010,31,0,50,1,3,8,39000
567,30,2,16,1,2545,24,0,42,2,3,6,37000
568,50,1,19,1,4015,17,0,40,1,3,3,43000
569,35,2,16,3,4210,19,0,40,2,3,11,40000
570,46,1,17,1,2545,22,0,50,1,3,7,41000
571,28,3,14,1,2340,35,0,42,2,3,9,32000
572,53,2,17,2,2545,31,0,40,1,3,6,51000
573,37,1,16,1,4010,50,0,42,2,3,8,39000
574,41,2,19,1,4215,27,0,50,1,3,5,46000
575,34,3,14,3,2540,19,0,40,2,3,4,37000
576,48,1,16,1,3010,12,0,42,1,3,3,44000
577,31,2,17,1,2545,14,0,40,2,3,6,31000
578,27,3,14,1,4015,19,0,50,1,3,5,35000
579,55,1,16,2,4210,24,10,42,2,3,8,53000
580,32,2,19,1,2545,27,0,40,1,3,7,37000
581,39,1,17,1,2340,31,0,42,2,3,11,40000
582,50,2,16,1,3010,35,0,50,1,3,6,46000
583,33,1,14,3,4015,22,0,40,2,3,9,39000
584,41,2,17,1,4210,50,0,42,1,3,5,37000
585,28,3,19,1,2540,30,0,50,2,3,3,32000
586,54,1,16,1,2545,17,0,40,1,3,8,43000
587,37,2,16,1,3010,14,0,42,2,3,4,41000
588,46,1,17,1,2545,12,0,50,1,3,6,39000
589,29,3,14,1,4010,27,0,40,2,3,11,33000
590,50,2,17,1,4215,19,0,42,1,3,7,45000
591,35,1,16,1,2540,24,0,50,2,3,9,40000
592,41,2,19,1,3015,31,0,42,1,3,3,46000
593,32,1,14,1,2545,50,0,40,2,3,8,37000
594,45,3,16,3,4010,27,0,50,1,3,4,41000
595,27,2,17,1,2340,19,0,42,2,3,5,34000
596,53,1,16,1,2545,12,10,40,1,3,6,48000
597,31,2,17,1,3010,24,0,42,2,3,8,31000
598,38,1,14,3,4210,30,0,50,1,3,9,39000
599,30,2,16,1,2540,22,0,40,2,3,7,32000
600,48,1,19,1,2545,35,0,42,1,3,11,47000
601,40,3,16,1,4010,19,0,50,2,3,6,36000
602,27,2,14,1,4215,24,0,40,1,3,8,32000
603,55,1,17,1,2545,12,10,42,2,3,7,53000
604,32,2,16,3,3010,35,0,40,1,3,5,37000
605,49,1,19,1,4210,17,0,50,2,3,3,46000
606,33,3,14,1,2340,50,0,42,1,3,9,38000
607,39,2,17,1,2545,27,0,40,2,3,6,41000
608,50,1,16,1,3015,19,0,50,1,3,5,45000
609,36,2,17,1,4010,30,0,40,2,3,8,39000
610,28,1,14,3,4210,12,0,42,1,3,11,34000
611,41,2,19,1,2540,22,0,40,2,3,4,47000
612,30,3,16,1,2345,14,0,50,1,3,7,31000
613,53,1,17,1,2545,31,0,40,2,3,9,43000
614,45,2,14,1,3010,35,0,42,1,3,5,39000
615,32,1,19,3,2545,27,0,40,2,3,6,37000
616,48,2,16,1,4010,24,0,50,1,3,3,46000
617,27,1,14,1,4210,50,0,42,2,3,8,34000
618,54,3,17,1,2545,19,0,40,1,3,7,48000
619,33,2,16,1,2340,12,0,50,2,3,5,36000
620,39,1,18,1,2545,30,0,42,1,3,9,40000
621,50,2,14,3,4010,27,0,40,2,3,6,41000
622,31,1,16,1,4210,14,0,50,1,3,5,31000
623,41,2,17,1,2340,22,0,42,2,3,8,37000
624,28,1,19,1,3015,19,0,40,1,3,7,34000
625,46,2,16,1,2545,24,0,50,2,3,3,45000
626,35,1,14,1,4010,31,0,42,1,3,5,38000
627,55,3,17,3,2540,35,10,40,2,3,6,53000
628,30,2,16,1,4210,50,0,40,1,3,4,32000
629,44,1,18,1,2545,12,0,50,2,3,8,47000
630,29,3,14,1,2340,14,0,42,1,3,9,33000
631,48,2,16,1,2545,27,0,40,2,3,7,45000
632,37,1,17,1,4010,19,0,50,1,3,6,39000
633,33,2,16,1,4210,24,0,42,2,3,3,37000
634,53,1,14,1,3010,31,0,40,1,3,5,43000
635,45,3,19,1,2545,35,0,42,2,3,8,41000
636,28,2,16,1,2340,19,0,50,1,3,9,34000
637,40,1,17,1,2545,30,0,40,2,3,6,36000
638,27,2,14,1,4215,12,0,42,1,3,7,32000
639,55,1,16,1,2545,22,10,40,2,3,5,53000
640,32,2,19,3,3010,14,0,50,1,3,8,37000
641,49,1,16,1,4210,24,0,42,2,3,3,46000
642,33,3,14,1,2340,27,0,40,1,3,6,38000
643,39,2,17,1,2545,50,0,50,2,3,5,41000
644,50,1,16,1,3015,19,0,42,1,3,8,45000
645,36,2,17,1,4010,24,0,40,2,3,9,39000
646,28,1,14,1,4210,30,0,50,1,3,7,34000
647,41,2,19,1,2540,35,0,42,2,3,3,47000
648,30,3,16,1,2345,12,0,40,1,3,6,31000
649,53,1,17,1,2545,14,0,50,2,3,9,43000
650,45,2,14,1,3010,27,0,42,1,3,5,39000
651,32,1,19,3,2545,31,0,40,2,3,6,37000
652,48,2,16,1,4010,24,0,50,1,3,3,46000
653,27,1,14,1,4210,50,0,42,2,3,8,34000
654,54,3,17,1,2545,19,0,40,1,3,7,48000
655,33,2,16,1,2340,12,0,50,2,3,5,36000
656,39,1,18,1,2545,30,0,42,1,3,9,40000
657,50,2,14,3,4010,27,0,40,2,3,6,41000
658,31,1,16,1,4210,14,0,50,1,3,5,31000
659,41,2,17,1,2340,22,0,42,2,3,8,37000
660,28,1,19,1,3015,19,0,40,1,3,7,34000
661,46,2,16,1,2545,24,0,50,2,3,3,45000
662,35,1,14,1,4010,31,0,42,1,3,5,38000
663,55,3,17,3,2540,35,10,40,2,3,6,53000
664,30,2,16,1,4210,50,0,40,1,3,4,32000
665,44,1,18,1,2545,12,0,50,2,3,8,47000
666,29,3,14,1,2340,14,0,42,1,3,9,33000
667,48,2,16,1,2545,27,0,40,2,3,7,45000
668,37,1,17,1,4010,19,0,50,1,3,6,39000
669,33,2,16,1,4210,24,0,42,2,3,3,37000
670,53,1,14,1,3010,31,0,40,1,3,5,43000
671,45,3,19,1,2545,35,0,42,2,3,8,41000
672,28,2,16,1,2340,19,0,50,1,3,9,34000
673,40,1,17,1,2545,30,0,40,2,3,6,36000
674,27,2,14,1,4215,12,0,42,1,3,7,32000
675,55,1,16,1,2545,22,10,40,2,3,5,53000
676,32,2,19,3,3010,14,0,50,1,3,8,37000
677,49,1,16,1,4210,24,0,42,2,3,3,46000
678,33,3,14,1,2340,27,0,40,1,3,6,38000
679,39,2,17,1,2545,50,0,50,2,3,5,41000
680,50,1,16,1,3015,19,0,42,1,3,8,45000
681,36,2,17,1,4010,24,0,40,2,3,9,39000
682,28,1,14,1,4210,30,0,50,1,3,7,34000
683,41,2,19,1,2540,35,0,42,2,3,3,47000
684,30,3,16,1,2345,12,0,40,1,3,6,31000
685,53,1,17,1,2545,14,0,50,2,3,9,43000
686,45,2,14,1,3010,27,0,42,1,3,5,39000
687,32,1,19,3,2545,31,0,40,2,3,6,37000
688,48,2,16,1,4010,24,0,50,1,3,3,46000
689,27,1,14,1,4210,50,0,42,2,3,8,34000
690,54,3,17,1,2545,19,0,40,1,3,7,48000
691,33,2,16,1,2340,12,0,50,2,3,5,36000
692,39,1,18,1,2545,30,0,42,1,3,9,40000
693,50,2,14,3,4010,27,0,40,2,3,6,41000
694,31,1,16,1,4210,14,0,50,1,3,5,31000
695,41,2,17,1,2340,22,0,42,2,3,8,37000
696,28,1,19,1,3015,19,0,40,1,3,7,34000
697,46,2,16,1,2545,24,0,50,2,3,3,45000
698,35,1,14,1,4010,31,0,42,1,3,5,38000
699,55,3,17,3,2540,35,10,40,2,3,6,53000
700,30,2,16,1,4210,50,0,40,1,3,4,32000
701,44,1,18,1,2545,12,0,50,2,3,8,47000
702,29,3,14,1,2340,14,0,42,1,3,9,33000
703,48,2,16,1,2545,27,0,40,2,3,7,45000
704,37,1,17,1,4010,19,0,50,1,3,6,39000
705,33,2,16,1,4210,24,0,42,2,3,3,37000
706,53,1,14,1,3010,31,0,40,1,3,5,43000
707,45,3,19,1,2545,35,0,42,2,3,8,41000
708,28,2,16,1,2340,19,0,50,1,3,9,34000
709,40,1,17,1,2545,30,0,40,2,3,6,36000
710,27,2,14,1,4215,12,0,42,1,3,7,32000
711,55,1,16,1,2545,22,10,40,2,3,5,53000
712,32,2,19,3,3010,14,0,50,1,3,8,37000
713,49,1,16,1,4210,24,0,42,2,3,3,46000
714,33,3,14,1,2340,27,0,40,1,3,6,38000
715,39,2,17,1,2545,50,0,50,2,3,5,41000
716,50,1,16,1,3015,19,0,42,1,3,8,45000
717,36,2,17,1,4010,24,0,40,2,3,9,39000
718,28,1,14,1,4210,30,0,50,1,3,7,34000
719,41,2,19,1,2540,35,0,42,2,3,3,47000
720,30,3,16,1,2345,12,0,40,1,3,6,31000
721,53,1,17,1,2545,14,0,50,2,3,9,43000
722,45,2,14,1,3010,27,0,42,1,3,5,39000
723,32,1,19,3,2545,31,0,40,2,3,6,37000
724,48,2,16,1,4010,24,0,50,1,3,3,46000
725,27,1,14,1,4210,50,0,42,2,3,8,34000
726,54,3,17,1,2545,19,0,40,1,3,7,48000
727,33,2,16,1,2340,12,0,50,2,3,5,36000
728,39,1,18,1,2545,30,0,42,1,3,9,40000
729,50,2,14,3,4010,27,0,40,2,3,6,41000
730,31,1,16,1,4210,14,0,50,1,3,5,31000
731,41,2,17,1,2340,22,0,42,2,3,8,37000
732,28,1,19,1,3015,19,0,40,1,3,7,34000
733,46,2,16,1,2545,24,0,50,2,3,3,45000
734,35,1,14,1,4010,31,0,42,1,3,5,38000
735,55,3,17,3,2540,35,10,40,2,3,6,53000
736,30,2,16,1,4210,50,0,40,1,3,4,32000
737,44,1,18,1,2545,12,0,50,2,3,8,47000
738,29,3,14,1,2340,14,0,42,1,3,9,33000
739,48,2,16,1,2545,27,0,40,2,3,7,45000
740,37,1,17,1,4010,19,0,50,1,3,6,39000
741,33,2,16,1,4210,24,0,42,2,3,3,37000
742,53,1,14,1,3010,31,0,40,1,3,5,43000
743,45,3,19,1,2545,35,0,42,2,3,8,41000
744,28,2,16,1,2340,19,0,50,1,3,9,34000
745,40,1,17,1,2545,30,0,40,2,3,6,36000
746,27,2,14,1,4215,12,0,42,1,3,7,32000
747,55,1,16,1,2545,22,10,40,2,3,5,53000
748,32,2,19,3,3010,14,0,50,1,3,8,37000
749,49,1,16,1,4210,24,0,42,2,3,3,46000
750,33,3,14,1,2340,27,0,40,1,3,6,38000
751,39,2,17,1,2545,50,0,50,2,3,5,41000
752,50,1,16,1,3015,19,0,42,1,3,8,45000
753,36,2,17,1,4010,24,0,40,2,3,9,39000
754,28,1,14,1,4210,30,0,50,1,3,7,34000
755,41,2,19,1,2540,35,0,42,2,3,3,47000
756,30,3,16,1,2345,12,0,40,1,3,6,31000
757,53,1,17,1,2545,14,0,50,2,3,9,43000
758,45,2,14,1,3010,27,0,42,1,3,5,39000
759,32,1,19,3,2545,31,0,40,2,3,6,37000
760,48,2,16,1,4010,24,0,50,1,3,3,46000
761,27,1,14,1,4210,50,0,42,2,3,8,34000
762,54,3,17,1,2545,19,0,40,1,3,7,48000
763,33,2,16,1,2340,12,0,50,2,3,5,36000
764,39,1,18,1,2545,30,0,42,1,3,9,40000
765,50,2,14,3,4010,27,0,40,2,3,6,41000
766,31,1,16,1,4210,14,0,50,1,3,5,31000
767,41,2,17,1,2340,22,0,42,2,3,8,37000
768,28,1,19,1,3015,19,0,40,1,3,7,34000
769,46,2,16,1,2545,24,0,50,2,3,3,45000
770,35,1,14,1,4010,31,0,42,1,3,5,38000
771,55,3,17,3,2540,35,10,40,2,3,6,53000
772,30,2,16,1,4210,50,0,40,1,3,4,32000
773,44,1,18,1,2545,12,0,50,2,3,8,47000
774,29,3,14,1,2340,14,0,42,1,3,9,33000
775,48,2,16,1,2545,27,0,40,2,3,7,45000
776,37,1,17,1,4010,19,0,50,1,3,6,39000
777,33,2,16,1,4210,24,0,42,2,3,3,37000
778,53,1,14,1,3010,31,0,40,1,3,5,43000
779,45,3,19,1,2545,35,0,42,2,3,8,41000
780,28,2,16,1,2340,19,0,50,1,3,9,34000
781,40,1,17,1,2545,30,0,40,2,3,6,36000
782,27,2,14,1,4215,12,0,42,1,3,7,32000
783,55,1,16,1,2545,22,10,40,2,3,5,53000
784,32,2,19,3,3010,14,0,50,1,3,8,37000




