id,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,ST,PINCP
1245,27.0,2.0,22.0,5.0,2006.0,17.0,12.0,27.0,2.0,2.0,1.0,6900.0
1258,31.0,6.0,17.0,1.0,6260.0,13.0,0.0,40.0,1.0,9.0,1.0,31000.0
1260,31.0,6.0,17.0,1.0,4230.0,1.0,0.0,25.0,2.0,1.0,1.0,10000.0
1278,62.0,7.0,19.0,1.0,710.0,1.0,0.0,40.0,2.0,1.0,1.0,153000.0
1320,47.0,2.0,8.0,1.0,5740.0,303.0,0.0,50.0,2.0,1.0,1.0,20300.0
1424,65.0,2.0,22.0,1.0,1050.0,13.0,0.0,10.0,2.0,1.0,1.0,13710.0
1527,42.0,2.0,21.0,1.0,3255.0,1.0,0.0,40.0,2.0,1.0,1.0,30000.0
1533,19.0,1.0,16.0,5.0,9130.0,26.0,2.0,15.0,2.0,9.0,1.0,2700.0
1550,33.0,1.0,19.0,1.0,1560.0,1.0,1.0,50.0,1.0,1.0,1.0,66000.0
1556,66.0,8.0,24.0,1.0,5000.0,128.0,0.0,1.0,1.0,1.0,1.0,34700.0
1580,46.0,1.0,16.0,1.0,7700.0,1.0,0.0,50.0,1.0,1.0,1.0,80000.0
1587,44.0,3.0,22.0,1.0,2320.0,1.0,1.0,40.0,2.0,2.0,1.0,52000.0
1626,19.0,2.0,16.0,5.0,6260.0,1.0,2.0,60.0,1.0,1.0,1.0,35000.0
1733,58.0,1.0,21.0,3.0,310.0,1.0,2.0,40.0,1.0,1.0,1.0,45000.0
1799,62.0,7.0,21.0,1.0,9130.0,17.0,0.0,60.0,1.0,1.0,1.0,100000.0
1819,54.0,6.0,19.0,1.0,205.0,1.0,1.0,50.0,1.0,1.0,1.0,1200.0
1845,62.0,7.0,18.0,1.0,4965.0,1.0,0.0,80.0,1.0,1.0,1.0,73400.0
1899,74.0,1.0,19.0,1.0,9645.0,29.0,0.0,40.0,2.0,1.0,1.0,32000.0
1943,49.0,1.0,21.0,3.0,4710.0,1.0,0.0,55.0,1.0,1.0,1.0,71800.0
1949,87.0,1.0,9.0,2.0,4720.0,1.0,0.0,20.0,2.0,1.0,1.0,489500.0
2020,62.0,1.0,22.0,1.0,3010.0,1.0,0.0,45.0,1.0,2.0,1.0,200000.0
2025,39.0,4.0,21.0,1.0,2310.0,1.0,1.0,40.0,2.0,1.0,1.0,8200.0
2030,57.0,6.0,16.0,1.0,4230.0,1.0,0.0,25.0,2.0,1.0,1.0,25000.0
2077,58.0,1.0,21.0,1.0,705.0,12.0,0.0,50.0,2.0,1.0,1.0,130000.0
2106,80.0,1.0,21.0,1.0,800.0,21.0,0.0,40.0,2.0,1.0,1.0,144400.0
2188,38.0,1.0,21.0,1.0,440.0,1.0,1.0,40.0,2.0,1.0,1.0,45000.0
2199,36.0,1.0,18.0,1.0,4700.0,1.0,0.0,41.0,2.0,1.0,1.0,34000.0
2239,23.0,1.0,16.0,5.0,6260.0,1.0,2.0,40.0,1.0,2.0,1.0,35000.0
2244,47.0,6.0,19.0,1.0,2905.0,1.0,0.0,60.0,1.0,1.0,1.0,30000.0
2271,52.0,1.0,16.0,1.0,530.0,1.0,1.0,40.0,2.0,1.0,1.0,40000.0
2272,17.0,1.0,14.0,5.0,4055.0,1.0,2.0,20.0,2.0,1.0,1.0,1000.0
2311,57.0,1.0,22.0,5.0,3255.0,1.0,13.0,40.0,2.0,1.0,1.0,76300.0
2419,29.0,1.0,24.0,1.0,2145.0,1.0,0.0,40.0,2.0,1.0,1.0,14800.0
2432,29.0,1.0,13.0,5.0,3601.0,1.0,2.0,16.0,2.0,2.0,1.0,5300.0
2448,37.0,1.0,14.0,5.0,8310.0,313.0,11.0,40.0,1.0,1.0,1.0,27000.0
2471,56.0,7.0,16.0,1.0,7220.0,39.0,0.0,70.0,1.0,1.0,1.0,150000.0
2496,69.0,6.0,16.0,2.0,4710.0,247.0,13.0,40.0,2.0,6.0,1.0,41500.0
2506,33.0,1.0,18.0,1.0,7750.0,1.0,1.0,40.0,1.0,1.0,1.0,61000.0
2726,62.0,2.0,14.0,3.0,4230.0,1.0,0.0,8.0,2.0,1.0,1.0,5540.0
2734,32.0,1.0,21.0,5.0,4040.0,22.0,0.0,40.0,2.0,1.0,1.0,20000.0
2805,60.0,2.0,20.0,1.0,2330.0,1.0,0.0,40.0,2.0,1.0,1.0,22000.0
2816,49.0,1.0,18.0,1.0,5710.0,13.0,1.0,40.0,2.0,1.0,1.0,40000.0
2861,63.0,1.0,19.0,1.0,7700.0,6.0,0.0,60.0,1.0,1.0,1.0,142000.0
2935,19.0,2.0,19.0,5.0,3960.0,1.0,2.0,24.0,1.0,1.0,1.0,2000.0
3034,29.0,6.0,21.0,1.0,4965.0,48.0,1.0,3.0,2.0,1.0,1.0,1100.0
3105,55.0,2.0,21.0,1.0,2310.0,1.0,1.0,25.0,2.0,1.0,1.0,24000.0
3125,26.0,1.0,12.0,5.0,6230.0,303.0,12.0,40.0,1.0,8.0,1.0,20000.0
3133,56.0,6.0,16.0,1.0,4700.0,12.0,0.0,40.0,1.0,1.0,1.0,30000.0
3195,19.0,1.0,16.0,5.0,8140.0,1.0,7.0,40.0,1.0,1.0,1.0,2400.0
3207,54.0,5.0,21.0,1.0,820.0,1.0,0.0,40.0,2.0,1.0,1.0,123000.0
3244,30.0,4.0,22.0,5.0,2545.0,210.0,0.0,20.0,2.0,6.0,1.0,9000.0
3255,52.0,2.0,18.0,1.0,5860.0,25.0,0.0,14.0,2.0,1.0,1.0,14000.0
3276,71.0,2.0,21.0,3.0,5400.0,1.0,0.0,30.0,2.0,1.0,1.0,51800.0
3284,30.0,1.0,19.0,1.0,7150.0,1.0,0.0,25.0,1.0,1.0,1.0,18000.0
3289,58.0,1.0,16.0,1.0,7700.0,1.0,1.0,44.0,2.0,1.0,1.0,52000.0
3318,77.0,1.0,19.0,2.0,5000.0,13.0,0.0,40.0,2.0,1.0,1.0,64300.0
3367,35.0,3.0,22.0,3.0,2320.0,1.0,0.0,55.0,2.0,1.0,1.0,52000.0
3400,28.0,6.0,22.0,1.0,1825.0,13.0,0.0,50.0,2.0,1.0,1.0,55000.0
3418,27.0,1.0,15.0,1.0,8740.0,13.0,1.0,40.0,1.0,1.0,1.0,18500.0
3452,30.0,1.0,19.0,1.0,3649.0,1.0,0.0,40.0,2.0,2.0,1.0,13800.0
3457,57.0,6.0,15.0,1.0,9130.0,13.0,0.0,99.0,1.0,1.0,1.0,335000.0
3472,40.0,1.0,1.0,5.0,8555.0,1.0,4.0,40.0,1.0,2.0,1.0,391000.0
3482,56.0,1.0,19.0,1.0,5510.0,18.0,9.0,50.0,1.0,1.0,1.0,22000.0
3512,40.0,1.0,1.0,1.0,6260.0,313.0,1.0,40.0,1.0,1.0,1.0,50000.0
3520,34.0,1.0,21.0,1.0,3255.0,13.0,0.0,40.0,2.0,2.0,1.0,50000.0
3546,39.0,1.0,18.0,1.0,6355.0,1.0,1.0,40.0,1.0,1.0,1.0,20000.0
3554,26.0,1.0,16.0,5.0,8225.0,1.0,0.0,40.0,1.0,1.0,1.0,55000.0
3607,52.0,5.0,20.0,3.0,110.0,16.0,0.0,40.0,2.0,1.0,1.0,113000.0
3622,59.0,1.0,20.0,1.0,6050.0,21.0,0.0,40.0,1.0,1.0,1.0,34000.0
3723,48.0,1.0,12.0,5.0,8140.0,1.0,2.0,50.0,1.0,2.0,1.0,64000.0
3852,68.0,1.0,19.0,3.0,4020.0,1.0,0.0,16.0,2.0,2.0,1.0,20400.0
3864,23.0,5.0,19.0,1.0,9030.0,6.0,0.0,50.0,2.0,1.0,1.0,50000.0
3925,28.0,1.0,21.0,1.0,5600.0,1.0,1.0,40.0,1.0,1.0,1.0,347000.0
3927,42.0,1.0,20.0,1.0,3500.0,1.0,0.0,40.0,2.0,1.0,1.0,38000.0
4161,49.0,1.0,19.0,3.0,5740.0,1.0,0.0,46.0,2.0,1.0,1.0,60000.0
4258,48.0,6.0,1.0,1.0,9142.0,233.0,0.0,32.0,1.0,6.0,1.0,10000.0
4337,56.0,2.0,21.0,1.0,2040.0,40.0,0.0,40.0,1.0,1.0,1.0,60000.0
4343,45.0,1.0,20.0,3.0,3402.0,22.0,10.0,48.0,1.0,1.0,1.0,30000.0
4383,53.0,1.0,16.0,1.0,4350.0,215.0,0.0,40.0,2.0,1.0,1.0,46600.0
4398,29.0,1.0,19.0,5.0,2634.0,1.0,0.0,40.0,1.0,1.0,1.0,24000.0
4422,36.0,1.0,21.0,1.0,530.0,1.0,0.0,40.0,1.0,1.0,1.0,72400.0
4431,41.0,2.0,17.0,3.0,420.0,1.0,13.0,40.0,2.0,1.0,1.0,35000.0
4433,37.0,2.0,22.0,1.0,5740.0,1.0,0.0,40.0,2.0,1.0,1.0,42000.0
4441,59.0,6.0,15.0,1.0,9130.0,1.0,1.0,40.0,1.0,1.0,1.0,120000.0
4461,17.0,1.0,14.0,5.0,4965.0,1.0,2.0,20.0,2.0,1.0,1.0,2000.0
4464,68.0,6.0,22.0,1.0,1640.0,47.0,0.0,5.0,1.0,1.0,1.0,96300.0
4469,41.0,1.0,22.0,1.0,800.0,1.0,0.0,45.0,1.0,1.0,1.0,50000.0
4516,42.0,2.0,24.0,1.0,2205.0,1.0,1.0,40.0,2.0,1.0,1.0,63000.0
4528,52.0,2.0,21.0,1.0,230.0,1.0,1.0,40.0,2.0,2.0,1.0,73000.0
4537,61.0,1.0,19.0,3.0,8760.0,1.0,0.0,40.0,1.0,1.0,1.0,30000.0
4547,17.0,8.0,13.0,5.0,4600.0,1.0,2.0,5.0,2.0,1.0,1.0,400.0
4635,24.0,1.0,18.0,3.0,6260.0,1.0,7.0,40.0,1.0,1.0,1.0,17100.0
4668,55.0,5.0,21.0,1.0,1108.0,12.0,1.0,40.0,2.0,1.0,1.0,95010.0
4727,48.0,1.0,19.0,5.0,2640.0,1.0,0.0,40.0,1.0,1.0,1.0,90000.0
4790,26.0,1.0,21.0,1.0,4600.0,1.0,0.0,30.0,2.0,1.0,1.0,6000.0
4826,41.0,7.0,24.0,1.0,2100.0,12.0,0.0,40.0,1.0,1.0,1.0,150000.0
4834,53.0,1.0,19.0,5.0,6740.0,1.0,13.0,40.0,1.0,2.0,1.0,55000.0
4905,37.0,1.0,15.0,2.0,4940.0,12.0,15.0,40.0,1.0,1.0,1.0,11300.0
4913,47.0,1.0,16.0,1.0,9645.0,1.0,1.0,45.0,2.0,1.0,1.0,35000.0
4940,49.0,1.0,22.0,1.0,910.0,22.0,0.0,40.0,1.0,1.0,1.0,127050.0
4946,43.0,1.0,16.0,1.0,8225.0,28.0,1.0,40.0,2.0,1.0,1.0,48100.0
4960,46.0,1.0,21.0,3.0,3255.0,1.0,0.0,40.0,2.0,1.0,1.0,60000.0
4962,25.0,1.0,21.0,5.0,5160.0,1.0,0.0,39.0,2.0,1.0,1.0,23000.0
4978,34.0,1.0,20.0,1.0,7150.0,1.0,0.0,35.0,1.0,2.0,1.0,45000.0
4986,39.0,2.0,21.0,1.0,726.0,1.0,1.0,45.0,2.0,1.0,1.0,95000.0
5017,28.0,2.0,21.0,1.0,520.0,1.0,0.0,45.0,1.0,1.0,1.0,45000.0
5023,65.0,1.0,16.0,3.0,9645.0,1.0,0.0,40.0,2.0,1.0,1.0,26000.0
5024,50.0,4.0,20.0,1.0,3802.0,1.0,0.0,40.0,1.0,1.0,1.0,75000.0
5027,27.0,1.0,19.0,5.0,5240.0,1.0,0.0,40.0,2.0,2.0,1.0,22800.0
5085,19.0,1.0,16.0,5.0,4622.0,1.0,2.0,48.0,1.0,1.0,1.0,700.0
5131,35.0,1.0,21.0,1.0,7315.0,48.0,15.0,40.0,1.0,1.0,1.0,30000.0
5139,43.0,1.0,16.0,5.0,6220.0,1.0,13.0,8.0,1.0,2.0,1.0,6000.0
5140,45.0,1.0,21.0,2.0,5240.0,1.0,0.0,40.0,1.0,2.0,1.0,22900.0
5170,34.0,1.0,17.0,5.0,9620.0,12.0,13.0,40.0,1.0,1.0,1.0,10000.0
5178,29.0,1.0,21.0,1.0,110.0,12.0,1.0,40.0,2.0,1.0,1.0,42000.0
5258,21.0,1.0,19.0,5.0,4435.0,1.0,4.0,20.0,2.0,1.0,1.0,2000.0
5259,61.0,4.0,18.0,1.0,5740.0,1.0,0.0,40.0,2.0,1.0,1.0,27000.0
5361,44.0,6.0,16.0,4.0,4220.0,1.0,2.0,32.0,2.0,1.0,1.0,8000.0
5433,18.0,1.0,16.0,5.0,9645.0,1.0,2.0,40.0,1.0,1.0,1.0,6200.0
5465,29.0,1.0,19.0,1.0,9130.0,1.0,0.0,40.0,1.0,1.0,1.0,50000.0
5475,32.0,1.0,21.0,1.0,1900.0,1.0,0.0,40.0,1.0,1.0,1.0,50000.0
5480,52.0,7.0,18.0,1.0,8030.0,1.0,0.0,50.0,1.0,1.0,1.0,30500.0
5715,46.0,6.0,17.0,1.0,8500.0,1.0,1.0,37.0,1.0,1.0,1.0,36000.0
5718,26.0,1.0,21.0,1.0,1006.0,1.0,0.0,40.0,2.0,1.0,1.0,60040.0
5758,55.0,1.0,22.0,1.0,440.0,138.0,0.0,45.0,1.0,1.0,1.0,125000.0
5788,26.0,1.0,21.0,5.0,3255.0,1.0,10.0,40.0,1.0,2.0,1.0,40000.0
5807,57.0,2.0,17.0,1.0,3602.0,1.0,0.0,45.0,2.0,1.0,1.0,50000.0
5849,40.0,1.0,11.0,1.0,4230.0,314.0,0.0,8.0,2.0,1.0,1.0,1500.0
5916,23.0,1.0,21.0,5.0,9640.0,6.0,2.0,40.0,1.0,1.0,1.0,25000.0
5972,39.0,3.0,20.0,1.0,2310.0,17.0,0.0,40.0,1.0,1.0,1.0,18900.0
5992,60.0,2.0,18.0,1.0,5940.0,13.0,0.0,25.0,2.0,1.0,1.0,9600.0
6021,63.0,2.0,21.0,1.0,2040.0,37.0,0.0,50.0,1.0,1.0,1.0,135000.0
6028,64.0,3.0,20.0,1.0,800.0,1.0,1.0,40.0,2.0,1.0,1.0,60000.0
6074,37.0,1.0,22.0,1.0,3255.0,13.0,1.0,60.0,2.0,1.0,1.0,102000.0
6126,33.0,1.0,19.0,5.0,4810.0,1.0,2.0,40.0,2.0,2.0,1.0,22000.0
6223,19.0,1.0,16.0,5.0,4720.0,1.0,2.0,30.0,2.0,1.0,1.0,1000.0
6278,56.0,2.0,21.0,1.0,2050.0,37.0,0.0,30.0,1.0,1.0,1.0,120000.0
6289,46.0,1.0,17.0,1.0,4720.0,1.0,0.0,4.0,2.0,1.0,1.0,3300.0
6406,20.0,1.0,16.0,5.0,4720.0,1.0,2.0,29.0,2.0,1.0,1.0,2400.0
6445,36.0,7.0,19.0,5.0,4251.0,1.0,2.0,44.0,1.0,2.0,1.0,35000.0
6463,56.0,2.0,21.0,1.0,5740.0,39.0,1.0,48.0,2.0,1.0,1.0,40000.0
6501,54.0,5.0,19.0,3.0,725.0,26.0,0.0,40.0,2.0,1.0,1.0,43600.0
6510,36.0,2.0,21.0,1.0,1106.0,13.0,0.0,40.0,1.0,1.0,1.0,80000.0
6512,66.0,3.0,22.0,1.0,440.0,48.0,1.0,30.0,1.0,1.0,1.0,49400.0
6527,41.0,6.0,16.0,1.0,440.0,1.0,1.0,60.0,1.0,1.0,1.0,90000.0
6536,85.0,5.0,12.0,1.0,7700.0,1.0,0.0,40.0,1.0,2.0,1.0,39000.0
6545,22.0,1.0,20.0,1.0,8990.0,1.0,2.0,40.0,1.0,1.0,1.0,19200.0
6565,46.0,1.0,19.0,1.0,5840.0,1.0,0.0,35.0,2.0,1.0,1.0,27200.0
6573,64.0,6.0,23.0,5.0,7640.0,37.0,0.0,30.0,1.0,1.0,1.0,13100.0
6656,49.0,1.0,21.0,5.0,1010.0,1.0,0.0,50.0,1.0,1.0,1.0,138300.0
6730,26.0,5.0,19.0,1.0,3645.0,36.0,9.0,40.0,2.0,2.0,1.0,30000.0
6736,62.0,1.0,19.0,3.0,9130.0,22.0,0.0,50.0,1.0,2.0,1.0,55000.0
6739,26.0,2.0,16.0,4.0,4110.0,1.0,0.0,35.0,2.0,1.0,1.0,11400.0
6770,38.0,7.0,21.0,1.0,5740.0,1.0,0.0,28.0,2.0,1.0,1.0,23500.0
6791,56.0,6.0,16.0,2.0,2640.0,1.0,9.0,60.0,2.0,1.0,1.0,12000.0
6801,21.0,1.0,19.0,5.0,6250.0,1.0,12.0,35.0,1.0,1.0,1.0,20000.0
6876,54.0,3.0,17.0,5.0,9121.0,1.0,2.0,25.0,1.0,1.0,1.0,18600.0
6890,71.0,1.0,7.0,2.0,6050.0,1.0,0.0,40.0,1.0,2.0,1.0,43100.0
6905,31.0,3.0,16.0,1.0,6305.0,1.0,0.0,40.0,1.0,1.0,1.0,41400.0
6908,17.0,1.0,14.0,5.0,4720.0,1.0,2.0,15.0,2.0,2.0,1.0,2200.0
6928,40.0,1.0,16.0,3.0,310.0,1.0,0.0,58.0,2.0,1.0,1.0,41000.0
6962,61.0,1.0,18.0,1.0,7200.0,29.0,0.0,40.0,1.0,1.0,1.0,55000.0
6969,39.0,1.0,19.0,1.0,8990.0,28.0,0.0,47.0,1.0,1.0,1.0,52000.0
6978,60.0,1.0,18.0,1.0,8140.0,1.0,1.0,40.0,2.0,2.0,1.0,36000.0
6980,64.0,7.0,1.0,1.0,310.0,303.0,1.0,4.0,2.0,8.0,1.0,400.0
6982,28.0,1.0,19.0,1.0,5820.0,1.0,1.0,56.0,2.0,1.0,1.0,35000.0
6986,55.0,1.0,19.0,1.0,1010.0,1.0,0.0,42.0,2.0,1.0,1.0,26400.0
7050,25.0,1.0,19.0,1.0,705.0,1.0,1.0,40.0,1.0,1.0,1.0,46000.0
7096,36.0,1.0,16.0,1.0,9130.0,19.0,1.0,40.0,1.0,1.0,1.0,50000.0
7123,59.0,1.0,20.0,1.0,1551.0,36.0,0.0,56.0,1.0,1.0,1.0,92000.0
7125,20.0,1.0,16.0,5.0,6355.0,1.0,2.0,40.0,1.0,1.0,1.0,28800.0
7147,61.0,1.0,19.0,1.0,1065.0,1.0,0.0,50.0,1.0,1.0,1.0,115000.0
7154,41.0,1.0,16.0,1.0,8990.0,1.0,0.0,40.0,1.0,2.0,1.0,40000.0
7157,25.0,3.0,21.0,5.0,2310.0,1.0,2.0,40.0,2.0,2.0,1.0,21000.0
7169,44.0,1.0,18.0,1.0,5740.0,48.0,1.0,35.0,2.0,1.0,1.0,15000.0
7218,62.0,4.0,16.0,1.0,3930.0,1.0,0.0,20.0,1.0,2.0,1.0,37000.0
7261,53.0,1.0,20.0,3.0,1530.0,26.0,0.0,40.0,2.0,1.0,1.0,39000.0
7265,26.0,1.0,12.0,5.0,7810.0,28.0,0.0,40.0,1.0,2.0,1.0,31200.0
7270,73.0,1.0,19.0,1.0,9130.0,55.0,1.0,45.0,1.0,1.0,1.0,41750.0
7286,48.0,1.0,16.0,3.0,7610.0,36.0,0.0,40.0,2.0,2.0,1.0,35000.0
7325,46.0,1.0,21.0,3.0,750.0,51.0,0.0,40.0,2.0,1.0,1.0,41200.0
7351,44.0,1.0,20.0,1.0,5140.0,21.0,1.0,40.0,2.0,1.0,1.0,38150.0
7399,28.0,1.0,18.0,3.0,3610.0,12.0,13.0,30.0,2.0,1.0,1.0,37000.0
7415,46.0,1.0,16.0,1.0,4700.0,1.0,1.0,40.0,2.0,1.0,1.0,38800.0
7442,59.0,1.0,20.0,3.0,5740.0,1.0,0.0,40.0,2.0,2.0,1.0,37800.0
7448,24.0,1.0,19.0,5.0,4230.0,1.0,12.0,40.0,2.0,1.0,1.0,13000.0
7490,64.0,1.0,21.0,1.0,4760.0,1.0,1.0,20.0,1.0,1.0,1.0,18100.0
7565,22.0,1.0,19.0,5.0,3603.0,1.0,2.0,36.0,1.0,1.0,1.0,22500.0
7575,57.0,2.0,21.0,1.0,20.0,21.0,0.0,49.0,1.0,1.0,1.0,92000.0
7655,57.0,5.0,22.0,5.0,1530.0,42.0,2.0,50.0,1.0,1.0,1.0,79030.0
7678,39.0,3.0,20.0,1.0,1555.0,1.0,0.0,40.0,2.0,2.0,1.0,42000.0
7715,66.0,7.0,21.0,5.0,220.0,37.0,12.0,40.0,2.0,1.0,1.0,75200.0
7729,20.0,2.0,20.0,5.0,4110.0,12.0,0.0,25.0,1.0,2.0,1.0,7000.0
7748,37.0,6.0,16.0,1.0,7640.0,12.0,1.0,55.0,1.0,1.0,1.0,30000.0
7763,32.0,1.0,16.0,1.0,6260.0,1.0,9.0,40.0,1.0,1.0,1.0,33300.0
7824,24.0,1.0,19.0,5.0,230.0,1.0,2.0,40.0,1.0,1.0,1.0,26000.0
7839,63.0,1.0,21.0,3.0,1530.0,47.0,0.0,15.0,1.0,1.0,1.0,59800.0
7849,47.0,1.0,16.0,3.0,5240.0,1.0,0.0,40.0,2.0,2.0,1.0,12600.0
7860,56.0,1.0,21.0,1.0,2360.0,1.0,0.0,40.0,1.0,1.0,1.0,65000.0
7864,61.0,3.0,21.0,1.0,110.0,22.0,1.0,40.0,2.0,1.0,1.0,21310.0
7891,46.0,1.0,20.0,2.0,5740.0,1.0,0.0,40.0,2.0,1.0,1.0,67000.0
7937,55.0,1.0,16.0,2.0,3430.0,48.0,0.0,40.0,2.0,1.0,1.0,16700.0
7962,62.0,6.0,21.0,3.0,630.0,1.0,0.0,40.0,2.0,2.0,1.0,93000.0
8039,23.0,1.0,16.0,5.0,4020.0,1.0,7.0,35.0,1.0,2.0,1.0,8700.0
8055,52.0,1.0,20.0,1.0,7810.0,1.0,1.0,40.0,1.0,1.0,1.0,36400.0
8070,27.0,4.0,21.0,5.0,1970.0,12.0,0.0,50.0,2.0,1.0,1.0,29020.0
8101,64.0,5.0,20.0,1.0,700.0,45.0,0.0,56.0,1.0,2.0,1.0,43000.0
8127,38.0,1.0,19.0,1.0,5240.0,1.0,0.0,40.0,2.0,1.0,1.0,52400.0
8304,65.0,1.0,21.0,3.0,9005.0,36.0,0.0,75.0,2.0,2.0,1.0,32000.0
8337,40.0,1.0,21.0,3.0,20.0,41.0,0.0,70.0,1.0,1.0,1.0,88000.0
8359,55.0,1.0,19.0,3.0,6230.0,1.0,0.0,50.0,1.0,1.0,1.0,38000.0
8377,54.0,2.0,20.0,5.0,2752.0,5.0,0.0,3.0,2.0,1.0,1.0,13600.0
8424,40.0,1.0,18.0,5.0,4700.0,1.0,0.0,38.0,2.0,1.0,1.0,22000.0
8431,29.0,1.0,16.0,5.0,310.0,1.0,0.0,40.0,2.0,2.0,1.0,11700.0
8463,39.0,1.0,19.0,5.0,4020.0,1.0,0.0,40.0,2.0,2.0,1.0,15000.0
8497,42.0,6.0,19.0,3.0,4230.0,1.0,12.0,15.0,2.0,1.0,1.0,15820.0
8509,54.0,1.0,20.0,1.0,4220.0,1.0,0.0,30.0,1.0,1.0,1.0,37000.0
8542,36.0,1.0,16.0,3.0,7750.0,1.0,0.0,40.0,1.0,1.0,1.0,74000.0
8588,62.0,3.0,21.0,1.0,2400.0,1.0,0.0,50.0,1.0,1.0,1.0,83000.0
8701,56.0,1.0,16.0,2.0,9600.0,28.0,15.0,48.0,1.0,2.0,1.0,26000.0
8712,48.0,1.0,19.0,1.0,5740.0,12.0,0.0,30.0,2.0,1.0,1.0,36000.0
8741,57.0,1.0,22.0,1.0,120.0,1.0,1.0,40.0,2.0,1.0,1.0,137160.0
8796,51.0,1.0,11.0,1.0,4220.0,1.0,1.0,12.0,2.0,2.0,1.0,5000.0
8889,60.0,5.0,21.0,1.0,5740.0,1.0,0.0,40.0,2.0,1.0,1.0,52000.0
8947,25.0,3.0,22.0,5.0,4600.0,1.0,13.0,40.0,2.0,1.0,1.0,30000.0
8959,43.0,1.0,16.0,1.0,9130.0,17.0,0.0,50.0,1.0,2.0,1.0,101500.0
8981,34.0,1.0,16.0,1.0,6441.0,1.0,0.0,50.0,1.0,1.0,1.0,40000.0
9000,34.0,1.0,22.0,1.0,800.0,8.0,0.0,45.0,1.0,1.0,1.0,75000.0
9035,41.0,1.0,20.0,1.0,2634.0,1.0,0.0,40.0,1.0,1.0,1.0,31000.0
9105,73.0,2.0,20.0,1.0,3255.0,1.0,1.0,30.0,2.0,1.0,1.0,81000.0
9188,52.0,1.0,21.0,1.0,540.0,26.0,1.0,40.0,2.0,1.0,1.0,84000.0
9218,46.0,1.0,24.0,1.0,2310.0,1.0,0.0,40.0,1.0,1.0,1.0,40200.0
9280,34.0,1.0,20.0,1.0,5400.0,1.0,0.0,40.0,2.0,1.0,1.0,29000.0
9281,27.0,1.0,19.0,5.0,4230.0,55.0,0.0,40.0,1.0,2.0,1.0,23000.0
9359,19.0,1.0,16.0,5.0,4720.0,1.0,2.0,38.0,1.0,1.0,1.0,2000.0
9463,29.0,1.0,20.0,5.0,5240.0,1.0,5.0,20.0,2.0,2.0,1.0,1200.0
9478,19.0,2.0,19.0,5.0,4760.0,48.0,2.0,20.0,2.0,1.0,1.0,5000.0
