id,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,ST,PINCP
42614,49,2,16,1,4623,-17,2,36,1,3,0,62617.808844650426
223378,13,0,15,5,4406,7,14,30,1,3,9,12625.20092532484
475301,25,1,15,3,2697,87,4,31,0,3,20,43755.94254060254
1298444,58,1,16,1,2084,26,0,35,1,3,43,102672.14952391546
878705,34,4,18,5,4599,107,4,37,2,3,29,85646.54557867728
407648,44,4,19,2,5287,44,0,39,2,3,17,0.0
196663,55,-1,13,1,2723,118,1,17,1,3,8,76499.19479935292
1119906,41,1,21,3,2808,64,11,48,2,3,38,41879.46859020905
168592,-4,0,18,7,9176,-31,7,51,1,3,7,3858.480886087862
947444,21,1,14,2,4575,73,6,30,2,3,32,0.0
523534,39,0,12,3,5135,-13,0,56,1,3,18,110004.68209709735
382832,46,4,25,3,710,32,0,21,1,3,13,85416.87838286914
589920,31,2,21,5,3456,42,2,37,1,3,22,46023.75356895417
190339,44,2,14,3,5208,2,3,41,1,3,6,99362.42974697475
837706,48,5,20,3,933,60,3,18,2,3,27,0.0
1278017,29,4,19,4,2091,62,0,22,1,3,39,80761.28307422707
1601712,43,2,15,2,5328,97,0,64,1,3,52,27967.796784439524
-135396,33,5,17,7,8113,-38,4,39,1,3,-2,0.0
1190678,50,2,17,-1,2323,-11,0,26,2,3,41,71082.42570395554
463489,36,4,21,3,4703,28,0,72,1,3,16,48374.06898694513
1142852,37,5,22,2,7066,31,5,44,1,3,38,49993.56931756802
1209995,62,1,20,1,3085,59,0,51,2,3,42,32468.289001489313
665281,28,3,22,4,1772,30,0,15,2,3,20,0.0
329516,46,2,15,5,2800,86,4,47,2,3,11,180264.74291125336
706791,37,4,14,3,5397,18,4,19,2,3,26,0.0
1540769,47,3,16,2,3138,-11,11,28,1,3,51,27778.669662193013
-295984,33,0,12,5,7636,5,3,20,2,3,-11,0.0
822307,34,3,15,5,6459,66,8,52,1,3,30,33178.766557750125
969035,46,1,21,2,2724,-20,3,38,1,3,34,142786.0623257598
688569,53,2,17,2,4106,42,9,39,2,3,27,67244.42153041034
1099966,38,2,19,1,-305,-20,0,22,2,3,38,131943.32047863473
-86149,49,1,16,3,3881,-27,0,26,2,3,-1,62509.17088079045
1112030,22,2,15,3,4965,109,2,44,2,3,36,0.0
1082486,41,4,13,3,7081,122,3,38,2,3,34,63925.34861933517
-186331,45,4,16,3,2943,10,0,38,1,3,-5,50223.77003858937
1151761,53,2,14,3,4343,99,6,50,1,3,40,44527.3097952332
554685,21,4,18,6,3205,27,8,29,1,3,17,11006.877574023616
922841,40,5,21,5,4975,7,9,10,1,3,32,35652.89195846919
-538226,58,3,15,2,7162,-56,1,45,1,3,-15,34977.04426546608
903413,58,4,22,4,7004,26,4,59,2,3,30,60788.393025434656
883233,56,0,19,2,4692,44,4,44,2,3,33,38683.53492520126
2403706,2,-2,18,4,6401,-6,6,38,2,3,81,0.0
1196116,60,1,18,4,-1322,-4,3,53,2,3,40,42876.27461417146
1024677,47,4,18,4,2709,3,0,34,2,3,35,98956.21813984701
485122,54,1,17,4,6401,-7,0,24,2,3,18,10363.538322440341
-59066,38,1,14,5,5091,36,0,37,1,3,0,33930.7336940429
978295,51,-1,21,5,214,-4,0,41,1,3,35,61033.976629098746
1158617,55,3,21,2,3422,7,0,21,2,3,37,40337.14569128012
837005,32,6,20,3,3321,105,5,57,1,3,27,24029.76382724502
943575,41,0,14,2,7774,22,4,14,1,3,33,0.0
828902,48,1,18,3,7581,-65,4,39,2,3,26,34161.66075154445
558227,56,6,24,5,3170,5,2,26,2,3,20,18503.069075288557
78443,15,3,14,5,2883,94,7,48,2,3,2,40374.59474312315
1520889,45,1,17,3,6043,97,6,41,1,3,50,28679.1513401405
635105,41,3,18,3,4693,26,3,42,1,3,24,74498.23704863341
721430,35,2,18,2,6211,27,0,50,2,3,26,90809.71011636761
1256651,40,2,16,0,2287,96,5,43,1,3,40,107475.97306406824
1279508,25,0,21,5,8681,-2,13,29,2,3,46,0.0
1323128,39,1,17,5,8019,75,9,60,1,3,43,7337.061066234506
1390074,50,3,14,0,4396,89,0,28,1,3,45,47643.20145498027
1095313,34,-1,18,1,3900,208,5,19,1,3,39,60968.32217137361
685506,55,3,19,0,5954,54,6,24,2,3,25,21555.36309284338
1058683,52,2,13,4,9116,32,0,36,1,3,36,66304.94339086642
1045318,27,2,18,3,4293,93,0,31,2,3,35,9767.059047058614
777037,53,2,18,1,3697,51,2,24,2,3,27,0.0
539995,38,2,16,1,4459,58,0,42,1,3,17,71405.186936161
1817012,45,4,17,2,5385,-46,0,41,1,3,60,26841.908448633905
573767,38,2,19,4,958,-59,0,38,1,3,20,0.0
608992,57,-1,13,3,6691,-49,0,24,1,3,22,39930.76073779007
679456,40,3,20,1,3315,58,1,7,1,3,25,7536.561650813048
1935153,57,2,15,-1,7755,118,0,27,1,3,67,149722.6774932711
2138967,36,3,16,3,6921,63,8,22,2,3,72,48094.74556635269
601488,23,3,14,4,5879,70,4,39,1,3,19,8270.569015807057
1448206,34,3,16,2,9675,152,6,53,1,3,48,56865.17513099898
346342,25,4,14,4,6793,70,4,30,1,3,13,16568.886682911078
1604579,34,3,21,3,3925,53,0,57,2,3,54,4147.210681567703
1034755,48,2,17,4,875,-15,2,45,2,3,34,30255.484653720167
991559,58,1,19,2,1531,59,1,36,2,3,32,28789.655386423605
657272,40,2,14,3,3893,143,3,38,2,3,25,13168.34895389379
586531,35,1,16,1,5619,-54,0,26,1,3,23,59274.99832448787
65474,39,3,13,5,1896,33,11,57,2,3,5,0.0
381759,45,4,16,3,7213,75,12,24,1,3,16,34295.12367699312
521103,61,5,23,5,3411,-11,0,54,2,3,19,154862.89626232279
357664,55,0,16,0,6500,58,1,52,2,3,17,51582.316672579065
600909,54,2,19,3,353,54,3,50,2,3,20,83604.92416192823
1141349,41,4,22,3,6067,69,3,43,1,3,37,86433.30796718261
-127614,63,3,21,3,-244,24,6,38,2,3,-2,96616.11291379441
751591,38,1,19,2,6316,30,0,17,2,3,29,53089.042641313186
898021,69,6,15,2,3579,50,0,29,2,3,33,0.0
283362,43,3,20,1,4224,-37,0,45,1,3,11,0.0
515965,53,2,15,4,-355,71,0,47,1,3,18,85113.80266432343
948745,38,1,18,1,5694,70,6,24,2,3,32,0.0
614699,30,4,21,5,8149,68,0,34,1,3,23,27825.515699353382
608041,44,6,24,3,3029,18,7,48,2,3,22,40052.071426744995
590200,42,0,20,1,2928,37,0,32,2,3,24,0.0
1043182,38,0,24,5,2682,-42,4,39,2,3,36,55927.87508063788
1127429,56,5,21,1,2493,-5,0,58,1,3,39,102814.47916554002
580329,20,1,23,4,4076,113,1,43,2,3,20,37073.81017335773
514062,45,2,18,3,8413,19,0,23,2,3,17,0.0
704141,25,2,15,6,7933,103,6,33,1,3,23,15684.311640037886
855049,32,2,22,2,7742,-17,0,40,2,3,31,53621.0076870565
662824,33,3,19,3,2117,57,0,36,2,3,23,577.7867165454009
1508066,31,5,13,4,5277,28,9,23,2,3,52,32964.79979557093
1017448,45,1,25,4,4654,-49,0,44,1,3,33,163258.88368218677
1141523,51,1,14,2,5282,66,4,28,2,3,38,1056.385240815609
917291,48,1,14,1,7618,-49,3,27,1,3,33,34782.277730311165
193342,50,3,19,4,-1136,89,1,42,2,3,9,105527.37272428253
1424614,22,-1,20,3,4856,85,2,43,1,3,46,61937.540365932044
7996,56,4,21,0,879,36,5,44,2,3,2,38333.643871118315
974215,32,2,17,5,-2260,20,3,44,1,3,33,79991.93687726473
657232,42,-2,15,6,5140,96,4,37,1,3,22,41095.48761533312
945643,35,1,16,2,6377,33,3,42,1,3,32,51556.36435065214
480267,10,4,14,6,5362,90,4,43,1,3,16,0.0
315329,39,-2,16,4,6028,6,1,43,1,3,13,4528.223049292908
883733,76,3,13,-1,3007,20,3,22,2,3,28,19671.400570530535
1039994,42,5,20,1,5482,117,0,52,1,3,37,11008.042656805355
1676378,55,1,18,2,4920,116,0,43,1,3,56,108926.00152175983
1863319,52,4,18,0,1222,263,4,11,1,3,59,86551.55854691833
835210,33,4,12,3,4302,116,3,39,2,3,29,0.0
1530784,45,0,14,3,-546,42,3,43,2,3,51,33031.01015591564
612388,45,5,20,2,3496,19,3,40,2,3,19,41265.837218354805
652322,44,2,13,4,7166,127,0,53,2,3,24,0.0
392258,25,-4,16,4,6194,94,0,41,1,3,12,55798.20078091712
613555,36,3,21,3,98,24,3,44,2,3,22,55770.22235193704
1013035,44,3,17,3,2987,63,2,43,1,3,31,50234.23111971366
889417,29,0,19,6,4737,28,9,47,2,3,31,21105.481278834668
253705,52,1,19,3,5363,87,6,29,1,3,9,30733.50877179613
920420,35,3,20,3,3082,-9,4,41,1,3,32,0.0
440666,66,1,21,1,4084,16,0,60,2,3,14,47990.27599207912
139963,35,3,16,1,4530,-30,0,41,1,3,11,117935.82440194588
464073,42,4,20,5,1008,40,0,20,1,3,16,77572.35692016265
1804078,28,0,18,1,4438,185,0,42,1,3,59,12415.850952047818
602961,41,4,16,3,1463,134,1,51,2,3,21,92124.9489634691
710972,44,0,17,2,3113,93,9,45,1,3,28,135496.53583206347
987347,43,0,21,2,2989,108,6,54,1,3,31,55624.592347431215
121602,25,2,13,5,4070,95,1,36,1,3,5,91746.106770957
994318,36,3,17,5,1324,59,10,31,2,3,34,64721.824840873844
831740,41,3,17,3,4103,109,0,39,2,3,29,49512.287904315664
782188,45,3,16,1,6628,78,0,34,1,3,28,50476.709884520445
1637337,61,1,21,3,2479,-78,0,49,1,3,55,92742.7454890536
769694,33,1,19,6,3707,-93,5,37,1,3,24,98146.27600914481
488435,46,5,21,2,-1911,128,3,38,1,3,17,80596.56064951865
269292,31,2,16,0,2644,108,2,59,2,3,10,600.7775429239773
1852788,61,4,21,1,6673,122,2,31,1,3,62,112742.1816012112
-134437,36,1,19,0,6338,59,0,50,1,3,-5,0.0
836672,46,5,13,1,4884,85,5,49,1,3,28,136683.02696560993
1270977,27,1,21,6,8054,44,2,41,1,3,46,0.0
1518842,49,0,13,1,5630,83,6,45,2,3,52,0.0
399561,53,2,16,4,3814,91,7,40,1,3,14,61660.558305245904
510438,44,2,16,0,1197,106,3,38,1,3,19,24392.233350355273
867697,52,5,21,2,5340,-106,0,44,1,3,29,111162.80265299593
1166152,41,1,17,3,3404,47,11,31,2,3,41,0.0
1549596,54,-1,21,1,7286,20,1,61,2,3,51,37673.07663712167
1276096,25,0,20,4,1863,-11,4,53,2,3,42,156832.87049098988
993362,52,2,18,1,6877,37,0,36,1,3,32,80377.47353313718
1042794,55,3,22,0,1628,25,0,40,2,3,34,63125.483875846985
1282487,36,0,17,6,5665,49,3,24,2,3,44,0.0
1058179,60,4,18,6,2584,50,3,67,2,3,35,68201.68448501668
1005316,14,4,18,4,6178,20,6,39,1,3,34,41804.23013241847
751001,19,1,16,4,3419,71,7,44,1,3,25,79735.09519945367
315186,60,2,18,6,9660,1,7,57,1,3,12,58301.52270050031
1253250,29,4,14,3,7726,63,8,51,1,3,41,0.0
447404,51,4,17,0,3392,53,0,33,2,3,16,0.0
1043308,31,4,17,3,6454,17,0,45,1,3,36,44934.498945085776
583561,63,1,17,1,1500,66,3,46,1,3,22,60069.97237606001
813518,41,2,18,3,6988,5,6,32,1,3,28,57336.09704370822
847844,46,1,16,2,649,9,5,38,2,3,30,96036.23370895692
540905,22,4,18,4,2602,92,6,50,1,3,18,85397.4508805713
882727,45,4,24,0,-849,35,4,28,2,3,29,48257.40474069493
127851,40,6,20,5,4431,50,1,60,1,3,5,71358.35788888461
488968,43,2,16,3,7080,149,0,20,2,3,19,0.0
681452,42,1,12,4,5951,134,4,45,1,3,26,143704.59336310037
519635,32,1,19,6,3077,-18,3,39,0,3,20,64233.29738517883
40834,39,2,11,3,7963,9,0,86,0,3,3,163329.55329527846
775716,17,0,16,6,9421,-18,6,29,1,3,25,0.0
1340789,46,3,15,3,9736,33,2,35,1,3,45,21256.90597310443
619553,70,1,17,5,6636,-95,6,15,1,3,21,94166.82924968908
625049,32,4,12,5,9162,134,7,32,1,3,21,19532.05007852905
852571,41,4,20,2,5277,82,3,46,1,3,31,54166.56092195569
733876,53,3,17,1,4521,28,0,47,1,3,27,85185.08919203626
999285,35,-2,19,6,2797,-20,8,17,1,3,33,63864.398039868975
597901,36,5,18,3,3922,18,9,24,1,3,21,114112.4662299271
1035113,50,1,16,1,7060,-2,7,37,1,3,38,57124.01948525266
684769,45,0,20,2,807,24,0,26,1,3,25,33333.912472057884
769969,35,3,15,4,2676,25,0,38,0,3,27,51200.352634740106
1452661,48,1,18,4,2322,44,9,11,2,3,50,27027.59563212708
1441567,27,4,19,1,4309,-5,6,56,1,3,48,68747.48587738539
657356,57,5,19,2,6297,28,0,54,1,3,25,43139.74957252282
500450,40,-1,14,5,5189,3,3,25,2,3,17,17800.30635530461
990839,68,-2,14,2,2160,97,5,34,2,3,34,0.0
-143340,58,3,19,2,8395,-165,0,39,1,3,-1,83233.32535776024
1762666,27,0,14,4,7230,49,5,54,1,3,58,0.0
635493,29,4,17,3,7233,32,7,54,1,3,21,2798.082618417793
1051648,33,1,19,5,1959,-5,2,24,2,3,37,16705.225762037746
1414359,51,2,12,2,8186,-31,0,39,0,3,47,62441.53238744443
1039079,32,2,18,3,6811,46,3,61,1,3,36,138141.0521786436
620536,32,0,19,3,2874,4,3,45,2,3,23,0.0
869047,45,4,16,0,9301,31,0,29,1,3,33,58592.365472444595
845590,33,2,17,2,3202,19,4,20,2,3,26,68964.53069597682
1103195,12,1,19,4,4223,26,8,27,2,3,35,11290.195717619063
1323021,28,2,16,6,9292,9,3,15,1,3,47,0.0
656023,38,1,16,5,6193,-19,4,51,2,3,26,0.0
1018107,35,3,17,-1,5231,-119,7,40,1,3,31,118015.98697456338
956862,49,4,20,1,177,79,7,51,2,3,34,14112.874165362035
-56163,37,3,14,7,1474,-24,13,34,1,3,1,96949.39901305668
1398223,29,3,20,2,6614,41,10,41,0,3,49,114530.97772688897
993765,30,-2,23,4,4125,-53,8,45,1,3,36,0.0
1592363,32,1,18,7,6019,106,2,34,2,3,55,0.0
1417655,38,5,22,3,5331,-32,0,19,2,3,46,10665.715342026502
571274,21,4,21,1,3529,63,0,32,1,3,21,7660.592646808327
260761,46,0,19,2,2651,61,5,52,1,3,7,89107.81611986784
347301,56,3,19,0,16,87,2,34,1,3,10,134171.30800102555
584479,39,3,19,2,5174,-2,0,28,2,3,21,23102.039245902954
447414,41,3,22,3,2811,17,2,19,1,3,17,41830.14444931598
583045,36,3,17,3,5466,54,7,37,1,3,20,97193.29400439604
367833,48,-1,17,2,2454,-41,3,27,1,3,12,42341.696770326904
931467,48,0,22,2,9736,-19,0,31,2,3,33,60407.28225311109
40455,22,4,17,5,4117,-29,4,35,2,3,3,15230.39340071537
1136179,37,7,14,2,6866,31,4,39,1,3,39,54781.8639169949
1350741,47,1,21,1,856,61,3,42,1,3,45,3715.9241760046352
389603,29,4,15,4,4161,60,3,23,1,3,16,56185.70723808997
426741,43,3,18,1,4733,81,3,48,1,3,15,67534.5117314157
1022419,37,2,19,2,4879,-49,0,38,2,3,34,40391.98680333986
135547,49,2,15,3,4847,36,6,38,1,3,5,80118.92152625555
907657,56,2,13,3,3302,43,10,34,1,3,31,0.0
1012385,54,3,15,1,-263,63,0,31,2,3,36,141871.99092935203
1385082,34,0,10,3,6798,60,7,52,1,3,46,93257.31483896586
1028667,64,2,14,0,6090,61,10,29,2,3,35,12494.934964098022
605238,50,5,17,0,9011,20,1,36,2,3,23,87375.59410253869
1069851,40,3,17,0,7788,52,0,53,2,3,35,33512.092790330986
1669046,22,2,21,1,5692,164,0,19,2,3,55,0.0
911626,60,2,20,3,-1627,107,0,29,2,3,32,42136.033029442835
1262053,19,-1,15,5,7016,22,2,16,2,3,44,0.0
1336898,57,5,11,3,7989,40,6,20,2,3,48,99720.98389616785
1001807,45,1,19,5,1207,-34,0,50,1,3,32,66823.94327921222
1108275,17,2,12,4,5647,134,4,21,1,3,38,12319.687030220433
699463,53,1,17,4,4164,-33,5,38,2,3,25,59789.17203172113
1090643,46,0,21,3,3458,-9,4,50,1,3,40,88876.21617192873
562760,51,2,17,3,3898,7,1,64,1,3,21,51859.271201992495
1313,53,4,20,-1,4308,-51,12,31,2,3,1,76605.6766677342
757842,51,4,18,3,3162,-56,0,47,2,3,27,29578.00863592272
1083081,11,1,17,8,950,92,6,28,1,3,36,0.0
857822,35,2,16,5,134,78,3,22,2,3,27,9366.705982136464
351694,64,0,20,4,2475,150,0,37,2,3,14,90349.67402860243
1699063,37,6,25,4,1840,-44,1,34,1,3,56,50624.75986150275
532001,69,5,21,0,3677,77,0,56,1,3,20,138959.12333939414
234935,30,1,14,6,5303,42,9,18,2,3,9,8854.208360611461
904066,52,1,12,3,4692,235,3,50,2,3,34,19516.853138474642
429920,51,3,16,3,4332,-54,0,58,2,3,18,111202.51972699068
799299,15,2,21,7,1345,10,3,19,1,3,25,0.0
984615,34,2,17,-2,8538,28,2,64,2,3,34,31486.877863608504
814009,40,1,18,5,3161,92,3,29,2,3,27,60045.987725043015
248520,64,2,21,-2,8043,28,0,25,2,3,8,35629.23911593661
1107527,39,-2,28,3,2896,45,3,12,2,3,40,54041.41294236327
740739,43,1,17,4,8603,4,0,27,1,3,25,101042.33634782789
1268195,58,1,22,3,1437,-9,0,59,1,3,40,91028.52304031648
573151,59,2,12,3,935,13,7,41,2,3,21,71394.28291235087
241197,38,3,14,2,2162,150,0,59,1,3,9,91387.85307938488
234569,55,4,17,1,7352,-8,1,24,2,3,9,0.0
1290713,50,3,20,4,7382,17,8,55,2,3,43,76322.53968066844
404693,28,3,15,4,6572,36,7,29,2,3,15,28786.013778380013
321070,32,0,18,6,9514,88,5,41,1,3,13,7425.826200539668
-184142,22,2,16,2,6050,66,8,42,1,3,-4,51797.55928102541
40786,51,2,17,2,4685,9,2,44,1,3,4,62938.831275648976
101062,48,6,21,2,5534,46,0,47,2,3,7,4379.069571968495
168631,51,0,18,3,5953,2,0,39,2,3,8,0.0
999339,57,0,20,0,-736,21,1,39,2,3,32,97676.23137478551
1063131,53,4,21,3,326,28,0,30,2,3,34,100516.45590453607
1554992,14,2,20,3,3740,117,0,27,2,3,53,0.0
1141430,22,1,23,4,3105,-1,6,36,1,3,42,0.0
516064,59,2,16,-1,2839,169,4,56,2,3,17,105458.05491616487
1057322,13,2,20,3,5778,-34,6,34,1,3,35,0.0
448401,43,3,21,2,10494,54,3,42,1,3,20,44031.25797771204
1243076,43,2,16,1,5613,204,8,51,2,3,42,0.0
168934,62,4,21,1,3522,32,0,65,2,3,6,74598.99018817596
650505,27,0,13,6,6678,73,4,34,1,3,26,0.0
1919043,89,0,11,0,6790,121,3,43,1,3,66,27680.118178989913
-161787,63,0,19,0,4615,52,0,31,3,3,-2,41199.161606847825
925877,28,2,9,4,6286,64,0,29,2,3,34,0.0
492214,61,2,18,0,6811,-21,0,22,3,3,19,0.0
368703,41,2,17,4,-433,-9,6,26,1,3,15,68089.1280852981
707497,31,-2,15,1,7806,-67,3,52,1,3,25,17682.80137522909
102963,39,3,15,1,5956,13,7,41,1,3,3,40445.06174361249
133389,49,2,18,4,2784,8,7,20,2,3,7,68385.9968253137
741043,42,6,22,3,5427,29,6,42,2,3,26,4886.624627107434
1515434,57,4,18,3,2207,137,10,43,2,3,50,82010.49469771219
1340273,40,0,21,4,2129,-13,5,36,1,3,45,37365.603482627164
886262,55,0,18,4,2578,123,4,21,1,3,32,100269.21143446706
1165392,42,5,23,4,145,-17,3,55,2,3,38,35145.01634801951
467093,49,4,18,3,1560,103,0,35,2,3,15,16379.401035925108
1097401,50,7,22,1,1591,-58,2,50,1,3,37,147242.24194890296
