AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,ST,PINCP
66.0,1.0,16.0,3.0,4700.0,4.0,13.0,40.0,2.0,3.0,4.0,28000.0
26.0,2.0,20.0,5.0,910.0,36.0,13.0,40.0,1.0,3.0,36.0,41600.0
21.0,1.0,19.0,5.0,310.0,4.0,5.0,40.0,1.0,3.0,4.0,25000.0
54.0,1.0,19.0,1.0,9410.0,35.0,0.0,40.0,1.0,3.0,35.0,58600.0
41.0,1.0,21.0,5.0,4020.0,32.0,2.0,40.0,2.0,3.0,32.0,13800.0
56.0,1.0,19.0,5.0,520.0,40.0,0.0,35.0,2.0,3.0,40.0,28000.0
26.0,1.0,16.0,1.0,440.0,329.0,0.0,43.0,1.0,3.0,26.0,56000.0
25.0,3.0,19.0,1.0,5250.0,6.0,0.0,40.0,2.0,3.0,6.0,34000.0
45.0,1.0,17.0,3.0,6410.0,53.0,15.0,40.0,1.0,3.0,53.0,80330.0
42.0,3.0,19.0,5.0,9005.0,35.0,0.0,40.0,2.0,3.0,35.0,16000.0
61.0,1.0,16.0,1.0,6200.0,40.0,0.0,60.0,1.0,3.0,48.0,12000.0
39.0,1.0,14.0,1.0,6230.0,365.0,15.0,40.0,1.0,3.0,36.0,35000.0
56.0,1.0,15.0,1.0,6442.0,6.0,0.0,35.0,1.0,3.0,6.0,113000.0
24.0,1.0,16.0,5.0,5400.0,32.0,0.0,40.0,2.0,3.0,32.0,39000.0
47.0,1.0,16.0,5.0,9640.0,53.0,2.0,40.0,1.0,3.0,55.0,29450.0
36.0,1.0,21.0,1.0,630.0,4.0,1.0,40.0,2.0,3.0,4.0,39500.0
48.0,5.0,17.0,3.0,6010.0,40.0,0.0,40.0,2.0,3.0,40.0,53000.0
52.0,1.0,16.0,5.0,8750.0,35.0,0.0,40.0,2.0,3.0,35.0,17000.0
26.0,4.0,20.0,4.0,750.0,8.0,0.0,20.0,1.0,3.0,8.0,5600.0
50.0,4.0,21.0,5.0,2310.0,49.0,0.0,50.0,2.0,3.0,49.0,55000.0
60.0,1.0,17.0,3.0,8225.0,55.0,0.0,40.0,1.0,3.0,55.0,30000.0
61.0,2.0,19.0,4.0,6230.0,19.0,0.0,1.0,1.0,3.0,5.0,14300.0
36.0,1.0,16.0,1.0,8225.0,40.0,0.0,40.0,1.0,3.0,40.0,50000.0
23.0,3.0,19.0,5.0,9620.0,6.0,7.0,20.0,1.0,3.0,6.0,20000.0
28.0,1.0,16.0,5.0,4110.0,35.0,13.0,40.0,2.0,3.0,35.0,19400.0
36.0,5.0,21.0,1.0,9810.0,30.0,0.0,60.0,1.0,3.0,48.0,46700.0
61.0,2.0,19.0,4.0,6230.0,19.0,0.0,1.0,1.0,3.0,5.0,14300.0
47.0,1.0,20.0,3.0,2555.0,46.0,0.0,40.0,1.0,3.0,46.0,30000.0
72.0,1.0,16.0,3.0,410.0,6.0,0.0,30.0,2.0,3.0,6.0,40000.0
28.0,5.0,16.0,5.0,6305.0,6.0,0.0,40.0,1.0,3.0,6.0,30000.0
58.0,6.0,20.0,1.0,8750.0,35.0,1.0,20.0,2.0,3.0,12.0,3000.0
20.0,1.0,17.0,1.0,4030.0,303.0,12.0,40.0,1.0,3.0,48.0,20800.0
61.0,5.0,19.0,1.0,5740.0,4.0,0.0,40.0,2.0,3.0,4.0,54000.0
32.0,5.0,16.0,1.0,3602.0,4.0,0.0,40.0,2.0,3.0,4.0,15200.0
42.0,3.0,19.0,1.0,3740.0,40.0,1.0,48.0,1.0,3.0,40.0,150000.0
32.0,1.0,22.0,1.0,4710.0,40.0,1.0,52.0,1.0,3.0,40.0,40000.0
50.0,1.0,21.0,3.0,1305.0,36.0,0.0,40.0,1.0,3.0,36.0,80000.0
28.0,1.0,14.0,5.0,6230.0,55.0,13.0,40.0,1.0,3.0,55.0,18000.0
30.0,1.0,16.0,5.0,205.0,27.0,2.0,45.0,1.0,3.0,27.0,12000.0
60.0,2.0,21.0,1.0,630.0,55.0,0.0,40.0,2.0,3.0,8.0,121000.0
54.0,1.0,19.0,1.0,9410.0,35.0,0.0,40.0,1.0,3.0,35.0,58600.0
35.0,1.0,20.0,5.0,9122.0,4.0,0.0,40.0,2.0,3.0,4.0,8500.0
51.0,1.0,16.0,5.0,9130.0,37.0,0.0,40.0,1.0,3.0,37.0,18000.0
56.0,1.0,12.0,1.0,6355.0,12.0,1.0,24.0,1.0,3.0,12.0,4000.0
33.0,1.0,11.0,1.0,4700.0,40.0,1.0,65.0,2.0,3.0,40.0,45000.0
45.0,1.0,19.0,1.0,4600.0,37.0,1.0,40.0,2.0,3.0,37.0,20000.0
61.0,2.0,19.0,4.0,6230.0,19.0,0.0,1.0,1.0,3.0,5.0,14300.0
32.0,3.0,22.0,1.0,6720.0,53.0,1.0,40.0,1.0,3.0,53.0,40000.0
36.0,1.0,16.0,1.0,4700.0,35.0,9.0,42.0,2.0,3.0,4.0,100000.0
42.0,3.0,18.0,1.0,3605.0,4.0,1.0,40.0,2.0,3.0,32.0,13000.0
28.0,1.0,21.0,5.0,2014.0,6.0,0.0,43.0,1.0,3.0,6.0,47000.0
19.0,1.0,14.0,5.0,4720.0,51.0,7.0,40.0,2.0,3.0,51.0,3200.0
29.0,1.0,16.0,1.0,8990.0,40.0,0.0,48.0,1.0,3.0,40.0,60000.0
25.0,1.0,13.0,5.0,4110.0,46.0,10.0,40.0,2.0,3.0,46.0,2000.0
38.0,1.0,19.0,1.0,8030.0,8.0,1.0,40.0,1.0,3.0,8.0,34000.0
41.0,1.0,16.0,1.0,4850.0,53.0,1.0,50.0,1.0,3.0,40.0,64000.0
36.0,1.0,16.0,1.0,4700.0,35.0,9.0,42.0,2.0,3.0,4.0,100000.0
57.0,4.0,22.0,2.0,230.0,37.0,0.0,45.0,2.0,3.0,37.0,88000.0
26.0,1.0,16.0,1.0,440.0,329.0,0.0,43.0,1.0,3.0,26.0,56000.0
41.0,2.0,13.0,1.0,3255.0,36.0,0.0,40.0,2.0,3.0,36.0,125000.0
32.0,5.0,16.0,1.0,3602.0,4.0,0.0,40.0,2.0,3.0,4.0,15200.0
28.0,1.0,16.0,5.0,4110.0,35.0,13.0,40.0,2.0,3.0,35.0,19400.0
19.0,1.0,14.0,5.0,4720.0,51.0,7.0,40.0,2.0,3.0,51.0,3200.0
68.0,5.0,16.0,3.0,230.0,30.0,0.0,40.0,1.0,3.0,41.0,229000.0
60.0,3.0,16.0,4.0,4230.0,6.0,0.0,40.0,2.0,3.0,41.0,26000.0
23.0,3.0,19.0,5.0,9620.0,6.0,7.0,20.0,1.0,3.0,6.0,20000.0
60.0,3.0,16.0,4.0,4230.0,6.0,0.0,40.0,2.0,3.0,41.0,26000.0
61.0,1.0,16.0,1.0,6200.0,40.0,0.0,60.0,1.0,3.0,48.0,12000.0
60.0,3.0,16.0,4.0,4230.0,6.0,0.0,40.0,2.0,3.0,41.0,26000.0
72.0,6.0,20.0,1.0,710.0,9.0,1.0,10.0,2.0,3.0,51.0,23500.0
42.0,3.0,19.0,1.0,3740.0,40.0,1.0,48.0,1.0,3.0,40.0,150000.0
60.0,3.0,16.0,4.0,4230.0,6.0,0.0,40.0,2.0,3.0,41.0,26000.0
40.0,5.0,19.0,1.0,5000.0,4.0,0.0,40.0,2.0,3.0,4.0,60000.0
22.0,5.0,20.0,5.0,7040.0,6.0,17.0,40.0,1.0,3.0,37.0,27800.0
23.0,3.0,16.0,5.0,3930.0,46.0,7.0,40.0,1.0,3.0,46.0,24300.0
29.0,1.0,17.0,5.0,5165.0,4.0,2.0,40.0,1.0,3.0,53.0,40000.0
18.0,1.0,18.0,5.0,4720.0,47.0,17.0,16.0,1.0,3.0,5.0,80000.0
36.0,1.0,16.0,1.0,4700.0,35.0,9.0,42.0,2.0,3.0,4.0,100000.0
56.0,3.0,16.0,5.0,310.0,27.0,0.0,30.0,2.0,3.0,27.0,34000.0
22.0,5.0,20.0,5.0,7040.0,6.0,17.0,40.0,1.0,3.0,37.0,27800.0
27.0,3.0,16.0,1.0,1910.0,32.0,0.0,40.0,1.0,3.0,32.0,22000.0
26.0,1.0,16.0,1.0,440.0,329.0,0.0,43.0,1.0,3.0,26.0,56000.0
47.0,1.0,16.0,5.0,9640.0,53.0,2.0,40.0,1.0,3.0,55.0,29450.0
32.0,5.0,16.0,1.0,3602.0,4.0,0.0,40.0,2.0,3.0,4.0,15200.0
25.0,1.0,13.0,5.0,4110.0,46.0,10.0,40.0,2.0,3.0,46.0,2000.0
22.0,3.0,19.0,5.0,4720.0,31.0,2.0,40.0,1.0,3.0,31.0,26500.0
64.0,3.0,16.0,2.0,5860.0,4.0,6.0,40.0,2.0,3.0,4.0,11400.0
51.0,1.0,16.0,1.0,9510.0,37.0,0.0,50.0,1.0,3.0,37.0,80000.0
57.0,1.0,19.0,5.0,940.0,4.0,0.0,20.0,2.0,3.0,4.0,4400.0
36.0,1.0,21.0,1.0,630.0,4.0,1.0,40.0,2.0,3.0,4.0,39500.0
50.0,1.0,16.0,1.0,5000.0,20.0,0.0,40.0,2.0,3.0,20.0,48000.0
25.0,1.0,13.0,5.0,4110.0,46.0,10.0,40.0,2.0,3.0,46.0,2000.0
34.0,1.0,19.0,5.0,3602.0,35.0,10.0,22.0,2.0,3.0,35.0,8200.0
43.0,7.0,16.0,1.0,6200.0,40.0,0.0,30.0,1.0,3.0,40.0,27000.0
34.0,1.0,20.0,5.0,6355.0,4.0,0.0,40.0,1.0,3.0,4.0,60000.0
66.0,1.0,16.0,3.0,4700.0,4.0,13.0,40.0,2.0,3.0,4.0,28000.0
53.0,5.0,19.0,1.0,4020.0,4.0,0.0,40.0,1.0,3.0,4.0,35000.0
42.0,3.0,19.0,1.0,3740.0,40.0,1.0,48.0,1.0,3.0,40.0,150000.0
29.0,1.0,16.0,1.0,8990.0,40.0,0.0,48.0,1.0,3.0,40.0,60000.0
60.0,1.0,16.0,5.0,4010.0,6.0,0.0,35.0,2.0,3.0,4.0,18000.0
60.0,5.0,16.0,1.0,5110.0,35.0,1.0,40.0,2.0,3.0,35.0,52000.0
54.0,7.0,22.0,1.0,710.0,46.0,1.0,40.0,2.0,3.0,46.0,45000.0
60.0,1.0,16.0,5.0,4010.0,6.0,0.0,35.0,2.0,3.0,4.0,18000.0
53.0,1.0,16.0,1.0,6050.0,40.0,1.0,40.0,1.0,3.0,40.0,25000.0
45.0,1.0,19.0,1.0,4600.0,37.0,1.0,40.0,2.0,3.0,37.0,20000.0
33.0,2.0,21.0,3.0,2014.0,53.0,0.0,40.0,2.0,3.0,6.0,36000.0
60.0,3.0,16.0,1.0,8140.0,30.0,0.0,40.0,1.0,3.0,30.0,22000.0
47.0,1.0,16.0,5.0,1520.0,35.0,2.0,40.0,1.0,3.0,8.0,498000.0
56.0,1.0,19.0,5.0,520.0,40.0,0.0,35.0,2.0,3.0,40.0,28000.0
60.0,5.0,16.0,1.0,5110.0,35.0,1.0,40.0,2.0,3.0,35.0,52000.0
43.0,7.0,16.0,1.0,6200.0,40.0,0.0,30.0,1.0,3.0,40.0,27000.0
46.0,1.0,21.0,5.0,2016.0,35.0,0.0,40.0,2.0,3.0,35.0,40000.0
45.0,6.0,16.0,3.0,4655.0,303.0,6.0,32.0,2.0,3.0,6.0,13600.0
40.0,5.0,19.0,1.0,5000.0,4.0,0.0,40.0,2.0,3.0,4.0,60000.0
27.0,1.0,19.0,5.0,6050.0,56.0,7.0,40.0,1.0,3.0,56.0,32000.0
53.0,1.0,19.0,3.0,4150.0,35.0,0.0,32.0,2.0,3.0,35.0,9000.0
62.0,3.0,22.0,3.0,4220.0,30.0,0.0,20.0,1.0,3.0,30.0,8000.0
32.0,5.0,16.0,1.0,3602.0,4.0,0.0,40.0,2.0,3.0,4.0,15200.0
27.0,1.0,18.0,5.0,5940.0,40.0,0.0,40.0,2.0,3.0,40.0,28800.0
19.0,1.0,14.0,5.0,4720.0,51.0,7.0,40.0,2.0,3.0,51.0,3200.0
56.0,1.0,19.0,5.0,520.0,40.0,0.0,35.0,2.0,3.0,40.0,28000.0
54.0,7.0,22.0,1.0,710.0,46.0,1.0,40.0,2.0,3.0,46.0,45000.0
32.0,2.0,16.0,5.0,2014.0,6.0,0.0,35.0,2.0,3.0,6.0,68400.0
39.0,1.0,14.0,1.0,6230.0,365.0,15.0,40.0,1.0,3.0,36.0,35000.0
41.0,2.0,13.0,1.0,3255.0,36.0,0.0,40.0,2.0,3.0,36.0,125000.0
29.0,1.0,17.0,5.0,5165.0,4.0,2.0,40.0,1.0,3.0,53.0,40000.0
48.0,1.0,15.0,3.0,4720.0,6.0,0.0,37.0,2.0,3.0,6.0,32950.0
44.0,1.0,18.0,1.0,6200.0,40.0,0.0,50.0,1.0,3.0,40.0,97500.0
28.0,1.0,21.0,5.0,2014.0,6.0,0.0,43.0,1.0,3.0,6.0,47000.0
32.0,1.0,16.0,1.0,8225.0,36.0,1.0,50.0,2.0,3.0,42.0,74000.0
60.0,3.0,16.0,4.0,4230.0,6.0,0.0,40.0,2.0,3.0,41.0,26000.0
41.0,7.0,18.0,3.0,4230.0,53.0,0.0,50.0,1.0,3.0,41.0,40000.0
27.0,1.0,19.0,5.0,6050.0,56.0,7.0,40.0,1.0,3.0,56.0,32000.0
42.0,3.0,19.0,5.0,9005.0,35.0,0.0,40.0,2.0,3.0,35.0,16000.0
46.0,1.0,21.0,5.0,2016.0,35.0,0.0,40.0,2.0,3.0,35.0,40000.0
56.0,1.0,19.0,5.0,520.0,40.0,0.0,35.0,2.0,3.0,40.0,28000.0
23.0,1.0,19.0,1.0,4020.0,303.0,0.0,8.0,2.0,3.0,47.0,400.0
64.0,4.0,21.0,1.0,2205.0,32.0,1.0,40.0,1.0,3.0,32.0,435000.0
63.0,1.0,19.0,1.0,9005.0,2.0,0.0,60.0,1.0,3.0,53.0,94000.0
32.0,2.0,16.0,5.0,2014.0,6.0,0.0,35.0,2.0,3.0,6.0,68400.0
53.0,1.0,21.0,1.0,4200.0,48.0,0.0,50.0,1.0,3.0,48.0,112000.0
44.0,1.0,18.0,1.0,6200.0,40.0,0.0,50.0,1.0,3.0,40.0,97500.0
58.0,1.0,16.0,3.0,8990.0,40.0,0.0,40.0,2.0,3.0,40.0,50000.0
65.0,7.0,21.0,1.0,5860.0,37.0,1.0,20.0,2.0,3.0,37.0,31400.0
61.0,1.0,11.0,1.0,3602.0,303.0,0.0,46.0,2.0,3.0,4.0,22800.0
45.0,1.0,19.0,1.0,4600.0,37.0,1.0,40.0,2.0,3.0,37.0,20000.0
26.0,2.0,20.0,5.0,910.0,36.0,13.0,40.0,1.0,3.0,36.0,41600.0
57.0,5.0,22.0,1.0,2330.0,4.0,1.0,40.0,2.0,3.0,4.0,19000.0
32.0,4.0,22.0,5.0,5360.0,48.0,4.0,40.0,2.0,3.0,15.0,46000.0
37.0,3.0,19.0,1.0,2310.0,16.0,9.0,40.0,1.0,3.0,32.0,52000.0
39.0,3.0,18.0,1.0,8830.0,6.0,2.0,60.0,1.0,3.0,6.0,40000.0
45.0,3.0,21.0,3.0,2012.0,35.0,0.0,40.0,2.0,3.0,35.0,4000.0
38.0,3.0,19.0,3.0,3870.0,35.0,0.0,40.0,1.0,3.0,35.0,30000.0
51.0,3.0,22.0,5.0,750.0,20.0,0.0,45.0,1.0,3.0,20.0,105000.0
50.0,1.0,16.0,3.0,9110.0,4.0,0.0,40.0,2.0,3.0,4.0,12000.0
28.0,1.0,20.0,5.0,4760.0,35.0,2.0,30.0,1.0,3.0,35.0,12000.0
34.0,1.0,20.0,5.0,6355.0,4.0,0.0,40.0,1.0,3.0,4.0,60000.0
54.0,7.0,22.0,1.0,710.0,46.0,1.0,40.0,2.0,3.0,46.0,45000.0
58.0,1.0,16.0,4.0,310.0,303.0,0.0,60.0,2.0,3.0,6.0,30000.0
45.0,1.0,17.0,3.0,6410.0,53.0,15.0,40.0,1.0,3.0,53.0,80330.0
56.0,1.0,18.0,1.0,5020.0,40.0,1.0,40.0,1.0,3.0,40.0,57000.0
35.0,3.0,19.0,1.0,10.0,4.0,0.0,40.0,1.0,3.0,4.0,75000.0
32.0,1.0,13.0,3.0,8990.0,53.0,13.0,40.0,1.0,3.0,41.0,20000.0
26.0,1.0,16.0,1.0,440.0,329.0,0.0,43.0,1.0,3.0,26.0,56000.0
23.0,3.0,16.0,5.0,3930.0,46.0,7.0,40.0,1.0,3.0,46.0,24300.0
39.0,3.0,18.0,1.0,8830.0,6.0,2.0,60.0,1.0,3.0,6.0,40000.0
22.0,1.0,18.0,5.0,4720.0,46.0,2.0,40.0,2.0,3.0,46.0,18700.0
31.0,1.0,19.0,5.0,3940.0,35.0,0.0,40.0,2.0,3.0,4.0,5600.0
56.0,1.0,19.0,5.0,520.0,40.0,0.0,35.0,2.0,3.0,40.0,28000.0
19.0,1.0,14.0,5.0,4720.0,51.0,7.0,40.0,2.0,3.0,51.0,3200.0
62.0,3.0,22.0,3.0,4220.0,30.0,0.0,20.0,1.0,3.0,30.0,8000.0
63.0,3.0,16.0,1.0,3801.0,35.0,1.0,40.0,1.0,3.0,35.0,25000.0
24.0,1.0,16.0,5.0,4720.0,35.0,2.0,20.0,1.0,3.0,35.0,9700.0
56.0,1.0,19.0,5.0,520.0,40.0,0.0,35.0,2.0,3.0,40.0,28000.0
19.0,1.0,19.0,5.0,4020.0,49.0,2.0,40.0,2.0,3.0,49.0,40000.0
28.0,1.0,21.0,5.0,2014.0,6.0,0.0,43.0,1.0,3.0,6.0,47000.0
41.0,4.0,21.0,1.0,2722.0,40.0,1.0,60.0,1.0,3.0,49.0,155000.0
17.0,1.0,14.0,5.0,4020.0,20.0,2.0,24.0,1.0,3.0,20.0,3000.0
44.0,1.0,18.0,1.0,6200.0,40.0,0.0,50.0,1.0,3.0,40.0,97500.0
54.0,1.0,14.0,5.0,3602.0,35.0,2.0,24.0,2.0,3.0,35.0,9000.0
45.0,1.0,19.0,1.0,4600.0,37.0,1.0,40.0,2.0,3.0,37.0,20000.0
46.0,1.0,16.0,3.0,5240.0,27.0,13.0,45.0,2.0,3.0,27.0,45000.0
64.0,2.0,20.0,1.0,800.0,37.0,0.0,40.0,2.0,3.0,37.0,25500.0
29.0,1.0,17.0,5.0,5165.0,4.0,2.0,40.0,1.0,3.0,53.0,40000.0
50.0,1.0,13.0,5.0,4230.0,30.0,17.0,40.0,2.0,3.0,30.0,18000.0
28.0,1.0,16.0,5.0,8140.0,4.0,2.0,50.0,1.0,3.0,4.0,100000.0
33.0,1.0,16.0,5.0,9645.0,4.0,10.0,40.0,1.0,3.0,4.0,40000.0
47.0,1.0,16.0,5.0,1520.0,35.0,2.0,40.0,1.0,3.0,8.0,498000.0
35.0,1.0,17.0,5.0,4230.0,40.0,0.0,20.0,2.0,3.0,40.0,4600.0
43.0,1.0,18.0,1.0,4330.0,35.0,9.0,40.0,1.0,3.0,35.0,32000.0
41.0,7.0,18.0,3.0,4230.0,53.0,0.0,50.0,1.0,3.0,41.0,40000.0
45.0,7.0,22.0,5.0,10.0,26.0,0.0,65.0,1.0,3.0,26.0,162800.0
57.0,5.0,22.0,1.0,2330.0,4.0,1.0,40.0,2.0,3.0,4.0,19000.0
33.0,2.0,21.0,3.0,2014.0,53.0,0.0,40.0,2.0,3.0,6.0,36000.0
30.0,1.0,16.0,5.0,205.0,27.0,2.0,45.0,1.0,3.0,27.0,12000.0
22.0,3.0,19.0,5.0,4720.0,31.0,2.0,40.0,1.0,3.0,31.0,26500.0
36.0,3.0,20.0,3.0,4020.0,38.0,0.0,40.0,2.0,3.0,38.0,12800.0
61.0,5.0,19.0,1.0,5740.0,4.0,0.0,40.0,2.0,3.0,4.0,54000.0
20.0,1.0,17.0,1.0,4030.0,303.0,12.0,40.0,1.0,3.0,48.0,20800.0
55.0,1.0,16.0,1.0,8810.0,26.0,0.0,45.0,1.0,3.0,26.0,425600.0
37.0,1.0,16.0,5.0,5860.0,56.0,2.0,40.0,1.0,3.0,35.0,29350.0
43.0,3.0,16.0,1.0,4251.0,4.0,1.0,40.0,1.0,3.0,4.0,23800.0
